	GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism	S_10B	S_9A	S_13A	S_42A	S_46B	S_47B	S_48B	S_2A	S_2B	S_7B	S_8B	S_33A	S_36B	S_38A	S_40A
247	TRINITY_DN294789_c1_g1	-3.78395584542341	8.65673957025456	23.8654832714376	6.17938500205367e-05	0.000793576621633033	Q8GXE9	TRINITY_DN294789_c1_g1_i1	9e-17	HVA22-like protein j (AtHVA22j)					reviewed	Arabidopsis thaliana (Mouse-ear cress)	176	158	105	127	56	67	61	721	365	721	735	364	749	1003	850
248	TRINITY_DN295071_c1_g1	-7.50444870584481	9.273160041984	91.9227697841311	1.65951218882695e-09	4.54530108355701e-08	C0LGG8	TRINITY_DN295071_c1_g1_i3	1.1e-06	Probable LRR receptor-like serine/threonine-protein kinase At1g53430 (EC 2.7.11.1)	protein autophosphorylation [GO:0046777]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0046777	reviewed	Arabidopsis thaliana (Mouse-ear cress)	57	101	30	41	102	19	60	2483.82	1585.04	2116.01	1144.62	433.73	929	1797.07	353.96
249	TRINITY_DN295075_c3_g1	9.71611634037831	4.64618551825481	17.2442257122674	0.000383969270780594	0.00384590580280239	Q5UAP0	TRINITY_DN295075_c3_g1_i1	1.1e-71	40S ribosomal protein S4	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	reviewed	Bombyx mori (Silk moth)	15	7	80	2	6	52	6	0	0	4	1	4	2	1	2
250	TRINITY_DN295083_c1_g3	7.93118551173909	16.533677585843	57.4969460884361	1.0524357756184e-07	2.24709866215731e-06	P21357	TRINITY_DN295083_c1_g3_i1	8.2e-237	Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1) (DAHP synthase 1) (Phospho-2-keto-3-deoxyheptonate aldolase 1)	aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	chloroplast [GO:0009507]; membrane [GO:0016020]	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]	GO:0003849; GO:0009073; GO:0009423; GO:0009507; GO:0016020	reviewed	Solanum tuberosum (Potato)	56750	94761	121968	94734	228926	58951	209750	11496	5122	15326	11143	20665	19957	11897	6066
251	TRINITY_DN295083_c2_g1	-3.43600172320125	9.75174791085277	20.3627755233362	0.000156437637972338	0.00181338760121493	B8AAV3	TRINITY_DN295083_c2_g1_i5	2.3e-61	Protein CHLOROPLAST ENHANCING STRESS TOLERANCE, chloroplastic (OsCEST)	chloroplast organization [GO:0009658]; heat acclimation [GO:0010286]; hyperosmotic salinity response [GO:0042538]; photosystem I assembly [GO:0048564]; response to photooxidative stress [GO:0080183]; response to water deprivation [GO:0009414]	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]		GO:0009414; GO:0009535; GO:0009658; GO:0010286; GO:0016021; GO:0042538; GO:0048564; GO:0080183	reviewed	Oryza sativa subsp. indica (Rice)	629	315	365	114	89	95	225	2119	1284	1471	1373	1517	1170	1747	768
252	TRINITY_DN295213_c0_g1	23.8335657274341	7.95656764354067	234.960952933434	2.13208778431671e-11	7.85572820530978e-10	P41004	TRINITY_DN295213_c0_g1_i1	2.5e-125	Structural maintenance of chromosomes protein 4 (Cell untimely torn protein 3) (Chromosome segregation protein cut3)	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nuclear condensin complex [GO:0000799]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA translocase activity [GO:0015616]; topological DNA entrapment activity [GO:0061776]	GO:0000790; GO:0000799; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007076; GO:0015616; GO:0051301; GO:0061776	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	425	222	230	295	498	353	300	0	0	0	0	0	0	0	0
253	TRINITY_DN295214_c0_g1	11.1179592946664	5.70254307750935	13.8129019978213	0.00113209086186617	0.00973283671521057	P19036	TRINITY_DN295214_c0_g1_i2	3.1e-12	17.4 kDa class I heat shock protein (17.4 kDa heat shock protein 1) (AtHsp17.4A)	protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]	cytoplasm [GO:0005737]	protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]	GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009651; GO:0042542; GO:0043621; GO:0051082; GO:0051259	reviewed	Arabidopsis thaliana (Mouse-ear cress)	5	10	154	271	4	0	2	15	0	0	0	0	2	0	5
254	TRINITY_DN295216_c0_g2	-3.33096618741531	10.0078551333375	24.3505624742236	5.46552542837485e-05	0.000716771237322888	Q6ZIK0	TRINITY_DN295216_c0_g2_i1	1.1e-108	Probable tocopherol O-methyltransferase, chloroplastic (EC 2.1.1.95) (Gamma-tocopherol methyltransferase) (Vitamin E pathway gene 4 protein)	vitamin E biosynthetic process [GO:0010189]	chloroplast [GO:0009507]	tocopherol O-methyltransferase activity [GO:0050342]	GO:0009507; GO:0010189; GO:0050342	reviewed	Oryza sativa subsp. japonica (Rice)	478	210	196	323	362	213	368	2478	1745	1519	1102	1077	1959	2838	1313
255	TRINITY_DN295218_c0_g1	18.7557164039059	6.77978612206574	112.270667668421	2.49813613409682e-10	7.76960632868147e-09	Q8BWD2	TRINITY_DN295218_c0_g1_i1	1.9e-17	Inositol hexakisphosphate kinase 3 (InsP6 kinase 3) (EC 2.7.4.21) (Inositol hexaphosphate kinase 3)	inositol phosphate biosynthetic process [GO:0032958]; phosphatidylinositol metabolic process [GO:0046488]; protein phosphorylation [GO:0006468]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate 6-kinase activity [GO:0000831]; inositol hexakisphosphate kinase activity [GO:0000828]	GO:0000828; GO:0000831; GO:0000832; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0032958; GO:0046488; GO:0052723; GO:0052724	reviewed	Mus musculus (Mouse)	221	226	138	89	187	126	104	0	0	1	0	0	0	0	1
256	TRINITY_DN295223_c0_g1	7.47120107597705	3.94136889951955	16.5027369080336	0.00048072015623031	0.00466404038725018	Q9C9Y1	TRINITY_DN295223_c0_g1_i1	8.6e-06	TOM1-like protein 8	intracellular protein transport [GO:0006886]	cell [GO:0005623]; membrane [GO:0016020]		GO:0005623; GO:0006886; GO:0016020	reviewed	Arabidopsis thaliana (Mouse-ear cress)	13	11	14	40	35	6	8	1	2	1	0	1	6	6	3
257	TRINITY_DN295224_c1_g2	23.5298958926348	10.650602824713	381.384839736648	7.87413770346166e-16	6.09261404805346e-13	Q05062	TRINITY_DN295224_c1_g2_i1	6.8e-42	Cell division control protein 42 homolog (CDC42Ce)	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; Cdc42 protein signal transduction [GO:0032488]; cell division [GO:0051301]; cell projection assembly [GO:0030031]; endocytosis [GO:0006897]; epithelial tube morphogenesis [GO:0060562]; establishment of mitotic spindle localization [GO:0040001]; establishment of mitotic spindle orientation [GO:0000132]; establishment or maintenance of cell polarity [GO:0007163]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of actin filament-based process [GO:0032970]; regulation of cell shape [GO:0008360]; regulation of Golgi organization [GO:1903358]; Rho protein signal transduction [GO:0007266]	cell cortex [GO:0005938]; cell projection [GO:0042995]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]	GO:0000132; GO:0003924; GO:0005525; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005938; GO:0006897; GO:0007015; GO:0007163; GO:0007266; GO:0008360; GO:0016021; GO:0019901; GO:0030031; GO:0030036; GO:0032488; GO:0032956; GO:0032970; GO:0040001; GO:0042995; GO:0048471; GO:0051301; GO:0055037; GO:0060562; GO:1903358; GO:2000370	reviewed	Caenorhabditis elegans	3037	3222	2827	2050	1880	1902	882	1	0	2	1	0	0	2	2
258	TRINITY_DN295225_c0_g2	-8.47547158341099	1.80183061149354	12.2978536389059	0.00251279880648096	0.0188764861797538	Q9FHB6	TRINITY_DN295225_c0_g2_i1	4.5e-15	Protein DETOXIFICATION 16 (AtDTX16) (Multidrug and toxic compound extrusion protein 16) (MATE protein 16)	drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0005774; GO:0006855; GO:0009624; GO:0015297; GO:0016021; GO:0042910	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	0	0	0	0	0	3	3	1	1	4	2	6	2
259	TRINITY_DN295225_c1_g1	-9.92359769536979	5.61882650328292	21.8692871488036	0.000103922624069638	0.00129172900199008	Q9FHB6	TRINITY_DN295225_c1_g1_i1	1e-41	Protein DETOXIFICATION 16 (AtDTX16) (Multidrug and toxic compound extrusion protein 16) (MATE protein 16)	drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0005774; GO:0006855; GO:0009624; GO:0015297; GO:0016021; GO:0042910	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	3	2	3	3	0	67	79	99	40	167	32	167	69
260	TRINITY_DN295268_c2_g1	-3.17128616388679	8.73629078387086	16.5856748688502	0.000468679344968007	0.00456151752413831	B9DFI7	TRINITY_DN295268_c2_g1_i1	1.6e-124	Probable methyltransferase PMT2 (EC 2.1.1.-)		endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]	methyltransferase activity [GO:0008168]	GO:0000139; GO:0005768; GO:0005794; GO:0005802; GO:0008168; GO:0016020; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)	198	125	104	127	69	84	193	949	698	806	457	676	639	967	452
261	TRINITY_DN295269_c0_g3	20.6640831516458	6.33302652852744	112.075036363028	6.54499280504773e-09	1.73134638731818e-07	Q0KHQ5	TRINITY_DN295269_c0_g3_i1	2.6e-11	Serine/threonine-protein kinase Tao (EC 2.7.11.1)	activation of MAPKK activity [GO:0000186]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; central complex development [GO:0048036]; intestinal stem cell homeostasis [GO:0036335]; mushroom body development [GO:0016319]; negative regulation of organ growth [GO:0046621]; ovarian follicle cell development [GO:0030707]; positive regulation of endocytosis [GO:0045807]; positive regulation of hippo signaling [GO:0035332]; protein phosphorylation [GO:0006468]; response to cocaine [GO:0042220]; response to ethanol [GO:0045471]; response to nicotine [GO:0035094]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]; tissue homeostasis [GO:0001894]	axon [GO:0030424]; basal part of cell [GO:0045178]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; spindle [GO:0005819]	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	GO:0000186; GO:0001894; GO:0004672; GO:0004674; GO:0004709; GO:0005524; GO:0005634; GO:0005737; GO:0005819; GO:0005874; GO:0005886; GO:0005938; GO:0006468; GO:0006915; GO:0016020; GO:0016319; GO:0023014; GO:0030424; GO:0030707; GO:0031098; GO:0032147; GO:0035094; GO:0035332; GO:0036335; GO:0042220; GO:0043204; GO:0045178; GO:0045471; GO:0045807; GO:0046621; GO:0048036	reviewed	Drosophila melanogaster (Fruit fly)	117	198	86	132	99	108	58	0	0	0	0	0	0	0	0
262	TRINITY_DN295269_c0_g4	14.4443391436367	3.4504687961474	36.672072229631	1.27478161831022e-05	0.000191526655760686	Q55FT4	TRINITY_DN295269_c0_g4_i1	3.7e-13	Probable serine/threonine-protein kinase tsuA (EC 2.7.11.1) (Tsunami)	chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; establishment of cell polarity [GO:0030010]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of hh target transcription factor activity [GO:0007228]; protein phosphorylation [GO:0006468]; regulation of aggregation involved in sorocarp development [GO:0060176]; regulation of pseudopodium assembly [GO:0031272]	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005737; GO:0005881; GO:0006468; GO:0007228; GO:0030010; GO:0030837; GO:0031272; GO:0043326; GO:0043327; GO:0060176	reviewed	Dictyostelium discoideum (Slime mold)	18	25	17	9	10	10	4	0	0	0	0	0	0	0	0
263	TRINITY_DN295269_c0_g5	15.1383348273827	3.95981151674203	40.9526932492339	6.53868473973334e-06	0.000104315614791107	Q55FS2	TRINITY_DN295269_c0_g5_i1	7.6e-11	Serine/threonine-protein kinase 4 homolog B (EC 2.7.11.1) (Kinase responsive to stress B) (STE20-like kinase krsB)	activation of protein kinase activity [GO:0032147]; aggregation involved in sorocarp development [GO:0031152]; cell motility [GO:0048870]; chemotaxis to cAMP [GO:0043327]; negative regulation of cell-substrate adhesion [GO:0010812]; programmed cell death [GO:0012501]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007165; GO:0010812; GO:0012501; GO:0023014; GO:0031098; GO:0031152; GO:0032147; GO:0043327; GO:0046777; GO:0046872; GO:0048870	reviewed	Dictyostelium discoideum (Slime mold)	13	19	6	24	26	32	8	0	0	0	0	0	0	0	0
264	TRINITY_DN295269_c0_g6	9.35352655472444	1.86038163980533	15.9560507203302	0.000935265876317141	0.00831795369885503	P25341	TRINITY_DN295269_c0_g6_i2	2.6e-08	Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2)	phospholipid translocation [GO:0045332]; protein phosphorylation [GO:0006468]; response to pheromone triggering conjugation with cellular fusion [GO:0000749]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	GO:0000749; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0045332	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1	0	3	3	4	2	2	0	0	0	0	0	0	0	0
265	TRINITY_DN295270_c0_g1	-4.76164323713494	6.94852050207218	14.9294248709241	0.000786836278498505	0.00718365274912352	Q8K2V6	TRINITY_DN295270_c0_g1_i2	1.3e-104	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	protein import into nucleus [GO:0006606]; ribosomal protein import into nucleus [GO:0006610]	cytosol [GO:0005829]; fibrillar center [GO:0001650]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]	nuclear import signal receptor activity [GO:0061608]; Ran GTPase binding [GO:0008536]	GO:0001650; GO:0005634; GO:0005635; GO:0005829; GO:0006606; GO:0006610; GO:0008536; GO:0061608	reviewed	Mus musculus (Mouse)	25	6	20	16	24	10	57	451	364	298	267	119	81	179	113
266	TRINITY_DN296278_c0_g3	19.7368360232981	7.84855591158132	179.33790349797	2.3506493916608e-12	9.96610940710982e-11	Q9I0K9	TRINITY_DN296278_c0_g3_i1	1.6e-128	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]	GO:0004018; GO:0005829; GO:0006189; GO:0044208; GO:0070626	reviewed	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	365.96	411	263	272	344	311	257	1	0	0	2	0	1	0	0
267	TRINITY_DN296278_c0_g4	12.7725634745589	2.80412952239449	26.9522767884846	7.31072994213808e-05	0.000927324146349072	P0AB90	TRINITY_DN296278_c0_g4_i1	8.2e-64	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]		(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]	GO:0004018; GO:0006189; GO:0044208; GO:0070626	reviewed	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	10	3	15	5	7	3	4	0	0	0	0	0	0	0	0
268	TRINITY_DN296278_c0_g5	22.383494083794	7.36270478524612	177.28950559101	1.96865376038097e-10	6.4818972216799e-09	Q54J34	TRINITY_DN296278_c0_g5_i1	2.6e-129	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleotide biosynthetic process [GO:0006164]		(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]	GO:0004018; GO:0006164; GO:0006189; GO:0044208; GO:0070626	reviewed	Dictyostelium discoideum (Slime mold)	170	162	122	221	341	317	167	0	0	0	0	0	0	0	0
269	TRINITY_DN296362_c0_g1	-2.93434263792035	8.87015707265843	13.5822884300354	0.00122234041629762	0.0103364578919157	Q9FIN7	TRINITY_DN296362_c0_g1_i1	1.7e-300	MAG2-interacting protein 2	protein maturation [GO:0051604]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vacuolar protein processing [GO:0006624]	endoplasmic reticulum membrane [GO:0005789]; vacuole [GO:0005773]		GO:0005773; GO:0005789; GO:0006624; GO:0006890; GO:0015031; GO:0051604	reviewed	Arabidopsis thaliana (Mouse-ear cress)	254	344	143	73	33	77	173	1833	1398	1120	700	362	432	507	345
270	TRINITY_DN296362_c0_g2	-14.4054821416874	5.05484956443749	36.2415610649465	5.61202449636312e-06	9.23894458310844e-05	Q6NVM6	TRINITY_DN296362_c0_g2_i5	3.5e-57	Nucleolar protein 10	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		GO:0000462; GO:0005730; GO:0032040	reviewed	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	0	0	0	0	0	1	1	85	81	103	97	45	17	47	52
271	TRINITY_DN296362_c0_g5	-8.53357073222925	7.29933524522993	43.5565979433334	9.76841693501126e-07	1.75774711708488e-05	Q8LF21	TRINITY_DN296362_c0_g5_i1	4.8e-281	Dynamin-related protein 1C (Dynamin-like protein 5) (Dynamin-like protein C) (Dynamin-like protein DLP1)	cell cycle [GO:0007049]; cell division [GO:0051301]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]; pollen maturation [GO:0010152]	cell cortex [GO:0005938]; cell plate [GO:0009504]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; phragmoplast [GO:0009524]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]	GO:0000266; GO:0003924; GO:0005525; GO:0005737; GO:0005874; GO:0005886; GO:0005938; GO:0007005; GO:0007049; GO:0008017; GO:0009504; GO:0009506; GO:0009524; GO:0010152; GO:0016020; GO:0051301	reviewed	Arabidopsis thaliana (Mouse-ear cress)	22	9	8	12	3	5	6	789	320	302	214	215	90	565	184
272	TRINITY_DN296376_c0_g1	-11.6229747535938	3.64255890417072	20.4174779685773	0.000208770097897603	0.00232425702515497	A5AEC8	TRINITY_DN296376_c0_g1_i4	1.4e-87	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	arginine biosynthetic process [GO:0006526]	chloroplast stroma [GO:0009570]	acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; glutamate N-acetyltransferase activity [GO:0004358]; methione N-acyltransferase activity [GO:0103045]	GO:0004042; GO:0004358; GO:0006526; GO:0009570; GO:0103045	reviewed	Vitis vinifera (Grape)	0	0	1	0	0	0	0	34	39	49	28	8	3	8	15
273	TRINITY_DN296377_c0_g1	17.9912410673623	5.04034085731647	63.3608690764906	3.85782787450705e-07	7.50941966767252e-06	Q0DXS3	TRINITY_DN296377_c0_g1_i2	1.7e-79	Probable RNA-dependent RNA polymerase 1 (OsRDR1) (EC 2.7.7.48)	positive regulation of posttranscriptional gene silencing [GO:0060148]; production of siRNA involved in chromatin silencing by small RNA [GO:0070919]; production of siRNA involved in RNA interference [GO:0030422]; response to salicylic acid [GO:0009751]; response to virus [GO:0009615]; wax biosynthetic process [GO:0010025]	nuclear RNA-directed RNA polymerase complex [GO:0031380]; nucleus [GO:0005634]	RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968]	GO:0003723; GO:0003968; GO:0005634; GO:0009615; GO:0009751; GO:0010025; GO:0030422; GO:0031380; GO:0060148; GO:0070919	reviewed	Oryza sativa subsp. japonica (Rice)	38	41	56	42	36	34	43	0	0	0	0	0	0	0	0
274	TRINITY_DN296379_c5_g1	2.4153216005952	10.8111947530297	14.2047411930543	0.000994999353515208	0.00869980065277489	P34909	TRINITY_DN296379_c5_g1_i1	5.4e-11	General negative regulator of transcription subunit 4 (Modulator of transcription 2)	deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; proteasomal protein catabolic process [GO:0010498]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; ubiquitin-protein transferase activity [GO:0004842]	GO:0000209; GO:0003723; GO:0004842; GO:0005634; GO:0005737; GO:0010498; GO:0016567; GO:0030014; GO:0030015; GO:0031087; GO:0032968; GO:0046872	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2776	2111	2660	1046	844	872	1298	1725	1473	1218	864	1029	1510	1156	1169
275	TRINITY_DN296706_c2_g1	-3.49195769973623	7.39410754165793	9.42266773500967	0.00541802131316424	0.0340828779761043	Q8L7N4	TRINITY_DN296706_c2_g1_i2	1.4e-70	E3 ubiquitin-protein ligase SP1 (EC 2.3.2.27) (DIAP1-like protein 1) (Protein SUPPRESSOR OF PPI1 LOCUS 1) (RING-type E3 ubiquitin transferase SP1)	organelle organization [GO:0006996]; regulation of protein import into chloroplast stroma [GO:1904215]	chloroplast outer membrane [GO:0009707]; integral component of membrane [GO:0016021]	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0006996; GO:0009707; GO:0016021; GO:0046872; GO:1904215	reviewed	Arabidopsis thaliana (Mouse-ear cress)	110	39	75	27	6	17	52	440	400	299.75	254	243	131	295	194
276	TRINITY_DN296757_c3_g1	-2.01533581312683	9.03476639171668	8.24304335100707	0.0086247653893712	0.0495243949538105	P50287	TRINITY_DN296757_c3_g1_i1	1.8e-61	Isoaspartyl peptidase/L-asparaginase 1 (EC 3.4.19.5) (L-asparagine amidohydrolase 1) [Cleaved into: Isoaspartyl peptidase/L-asparaginase 1 subunit alpha; Isoaspartyl peptidase/L-asparaginase 1 subunit beta]	asparagine catabolic process via L-aspartate [GO:0033345]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	asparaginase activity [GO:0004067]; beta-aspartyl-peptidase activity [GO:0008798]	GO:0004067; GO:0005737; GO:0005829; GO:0008798; GO:0033345	reviewed	Arabidopsis thaliana (Mouse-ear cress)	379	315	270	131	98	135	211	1190	1015	965	583	576	643	815	587
277	TRINITY_DN296758_c2_g1	-4.67442112153169	7.77281455729541	19.1279853960883	0.000221297086025999	0.00242019251325254	Q6Z844	TRINITY_DN296758_c2_g1_i1	1.8e-17	Coatomer subunit zeta-2 (Non-clathrin coat protein zeta2-COP) (Zeta-2-coat protein) (Zeta-COP 2)	intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]		GO:0000139; GO:0006886; GO:0006890; GO:0006891; GO:0030126	reviewed	Oryza sativa subsp. japonica (Rice)	122	40	64	29	6	29	22	576	485	454	324	316	197	477	322
278	TRINITY_DN296758_c2_g5	6.05708278304911	11.4868286950824	61.410799696044	6.04317319688565e-08	1.38545341069341e-06	P47927	TRINITY_DN296758_c2_g5_i2	1.3e-60	Floral homeotic protein APETALA 2	cell differentiation [GO:0030154]; flower development [GO:0009908]; meristem maintenance [GO:0010073]; plant ovule development [GO:0048481]; seed development [GO:0048316]; specification of floral organ identity [GO:0010093]	nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634; GO:0009908; GO:0010073; GO:0010093; GO:0030154; GO:0048316; GO:0048481	reviewed	Arabidopsis thaliana (Mouse-ear cress)	1754	3782	2568	1979	5272	1372	8148	865	582	609	336	890	997	595	658
