"GeneID"	"X"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Accession"	"Isoform"	"E.value"	"ProteinN"	"GO_BP"	"GO_CC"	"GO_MF"	"GO"	"Status"	"Organism"	"S_10B"	"S_9A"	"S_13A"	"S_42A"	"S_46B"	"S_47B"	"S_48B"	"S_2A"	"S_2B"	"S_7B"	"S_8B"	"S_33A"	"S_36B"	"S_38A"	"S_40A"
"53"	"TRINITY_DN299755_c1_g3"	53	15.21328196	8.894815231	34.98811912	2.21e-06	5.91e-05	"P34221"	"TRINITY_DN299755_c1_g3_i4"	1.3e-17	"Protein phosphatase 2C homolog 3 (PP2C-3) (EC 3.1.3.16)"	"cellular response to osmotic stress [GO:0071470]; inactivation of MAPK activity [GO:0000188]; negative regulation of stress-activated MAPK cascade [GO:0032873]; protein dephosphorylation [GO:0006470]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]"	"GO:0000079; GO:0000188; GO:0004722; GO:0004724; GO:0005634; GO:0005737; GO:0006470; GO:0032873; GO:0046872; GO:0071470; GO:1990439"	"reviewed"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	9.685503879	10.45654997	10.61763107	9.778038289	9.365310728	9.700791998	8.518188605	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"54"	"TRINITY_DN299789_c0_g2"	54	18.66962268	12.73087676	82.36110774	2.84e-10	1.21e-08	"Q55E58"	"TRINITY_DN299789_c0_g2_i1"	4.6e-20	"Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)"	"cheating during chimeric sorocarp development [GO:0099139]; mitotic cytokinesis [GO:0000281]; protein dephosphorylation [GO:0006470]"	"actomyosin [GO:0042641]"	"ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]"	"GO:0000281; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0006470; GO:0042641; GO:0099139"	"reviewed"	"Dictyostelium discoideum (Slime mold)"	12.71417532	16.28754502	12.11747601	11.14995642	11.61598455	11.26994118	11.06481568	7.200373283	6.144030093	6.863061152	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"55"	"TRINITY_DN310761_c3_g1"	55	-8.54953016	13.15583028	28.65438157	5.84e-06	0.000141095	"P93285"	"TRINITY_DN310761_c3_g1_i4"	1.9e-07	"Cytochrome c oxidase subunit 2 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide II)"	""	"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]"	"copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]"	"GO:0004129; GO:0005507; GO:0005743; GO:0016021; GO:0070469"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	10.99900468	11.17962948	11.8755809	6.144030093	7.052025303	9.56234697	8.309763444	13.90272515	14.98375799	13.5611908	13.43104582	13.92583505	12.24098984	14.47663379	13.72359112
"56"	"TRINITY_DN310761_c3_g3"	56	-7.856979701	15.13332378	29.28617321	4.89e-06	0.000120539	"P93285"	"TRINITY_DN310761_c3_g3_i3"	3e-10	"Cytochrome c oxidase subunit 2 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide II)"	""	"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]"	"copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]"	"GO:0004129; GO:0005507; GO:0005743; GO:0016021; GO:0070469"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	12.29521551	12.24820356	12.95834361	11.2182061	9.775561661	12.21487936	11.89895919	15.2850621	16.43865661	14.8714633	15.74234741	16.80008235	13.30274042	16.99292528	15.33584386
"57"	"TRINITY_DN310763_c1_g1"	57	9.375239699	6.93898092	10.55254341	0.002987654	0.039455514	"Q94HW2"	"TRINITY_DN310763_c1_g1_i1"	1.1e-11	"Retrovirus-related Pol polyprotein from transposon RE1 (Retro element 1) (AtRE1) [Includes: Protease RE1 (EC 3.4.23.-); Reverse transcriptase RE1 (EC 2.7.7.49); Endonuclease RE1]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.829939289	6.144030093	8.534540214	6.144030093	6.668312546	6.144030093	8.518188605	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"58"	"TRINITY_DN310763_c3_g1"	58	-10.51187197	7.853460209	17.00375381	0.00024408	0.004737366	"Q9ZT94"	"TRINITY_DN310763_c3_g1_i1"	3.4e-08	"Retrovirus-related Pol polyprotein from transposon RE2 (Retro element 2) (AtRE2) [Includes: Protease RE2 (EC 3.4.23.-); Reverse transcriptase RE2 (EC 2.7.7.49); Endonuclease RE2]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.144030093	6.144030093	6.144030093	6.747020898	6.144030093	6.144030093	6.144030093	8.900658917	9.700873168	7.849462407	7.593232968	8.159317057	7.529366793	8.549846581	8.673629362
"59"	"TRINITY_DN311418_c0_g1"	59	22.38336023	12.25049505	124.1045562	7.41e-12	7.09e-10	"C3K732"	"TRINITY_DN311418_c0_g1_i1"	6.2e-24	"Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)"	"response to metal ion [GO:0010038]"	"cytoplasm [GO:0005737]"	"thiopurine S-methyltransferase activity [GO:0008119]"	"GO:0005737; GO:0008119; GO:0010038"	"reviewed"	"Pseudomonas fluorescens (strain SBW25)"	13.86354877	13.00594402	14.03900379	13.21941723	12.62108945	13.08272923	12.96777454	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"60"	"TRINITY_DN311461_c0_g1"	60	19.65830343	13.96098349	99.11265671	1.19e-11	8.49e-10	"O34787"	"TRINITY_DN311461_c0_g1_i1"	5.8e-80	"Polyketide biosynthesis protein PksE [Includes: Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)]"	"antibiotic biosynthetic process [GO:0017000]; fatty acid biosynthetic process [GO:0006633]"	"cytosol [GO:0005829]"	"[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; nitronate monooxygenase activity [GO:0018580]"	"GO:0004314; GO:0005829; GO:0006633; GO:0017000; GO:0018580"	"reviewed"	"Bacillus subtilis (strain 168)"	15.62943019	14.31866723	15.56611675	14.1131151	14.93286458	14.61237288	15.44334069	6.587514224	6.144030093	6.144030093	6.801082044	7.15423938	6.144030093	8.22281597	6.144030093
"61"	"TRINITY_DN311484_c1_g5"	61	14.16580307	8.473310482	33.13832524	3.4e-06	8.55e-05	"Q52828"	"TRINITY_DN311484_c1_g5_i1"	2.3e-18	"Protein GstA"	""	""	"transferase activity [GO:0016740]"	"GO:0016740"	"reviewed"	"Rhizobium leguminosarum"	9.447039817	9.203789059	9.082926131	9.652108828	9.555564508	9.700791998	9.007274806	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"62"	"TRINITY_DN311486_c4_g1"	62	-7.339634451	11.51295582	21.89026863	4.39e-05	0.000953623	"Q94HW2"	"TRINITY_DN311486_c4_g1_i7"	4.2e-10	"Retrovirus-related Pol polyprotein from transposon RE1 (Retro element 1) (AtRE1) [Includes: Protease RE1 (EC 3.4.23.-); Reverse transcriptase RE1 (EC 2.7.7.49); Endonuclease RE1]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	9.79141841	9.831215148	9.082926131	6.747020898	6.668312546	7.801003399	9.475456687	11.67838583	13.40814536	12.20795933	10.8967022	12.29337129	11.0390032	13.05460773	11.97502869
"63"	"TRINITY_DN311489_c3_g5"	63	13.50661112	8.196502905	29.76671118	7.74e-06	0.000183509	"Q9H0A6"	"TRINITY_DN311489_c3_g5_i3"	4.5e-15	"RING finger protein 32"	""	"aggresome [GO:0016235]; endosome [GO:0005768]"	"metal ion binding [GO:0046872]"	"GO:0005768; GO:0016235; GO:0046872"	"reviewed"	"Homo sapiens (Human)"	8.804373321	9.478248662	8.834633823	9.361538795	9.146100551	9.326052334	8.309763444	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"64"	"TRINITY_DN311493_c0_g1"	64	11.38031087	9.699307412	14.23156426	0.000612911	0.010755327	"P13607"	"TRINITY_DN311493_c0_g1_i1"	6.2e-31	"Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha)"	"adult locomotory behavior [GO:0008344]; ATP hydrolysis coupled proton transport [GO:0015991]; cation transport [GO:0006812]; cellular potassium ion homeostasis [GO:0030007]; cellular sodium ion homeostasis [GO:0006883]; chemical synaptic transmission [GO:0007268]; determination of adult lifespan [GO:0008340]; jump response [GO:0007630]; locomotory behavior [GO:0007626]; neuromuscular process [GO:0050905]; potassium ion import across plasma membrane [GO:1990573]; regulation of tube diameter, open tracheal system [GO:0035158]; regulation of tube length, open tracheal system [GO:0035159]; response to mechanical stimulus [GO:0009612]; response to temperature stimulus [GO:0009266]; sensory perception of sound [GO:0007605]; septate junction assembly [GO:0019991]; sodium ion export across plasma membrane [GO:0036376]; synaptic growth at neuromuscular junction [GO:0051124]; tissue homeostasis [GO:0001894]; trachea morphogenesis [GO:0060439]"	"basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; septate junction [GO:0005918]; sodium:potassium-exchanging ATPase complex [GO:0005890]"	"ATP binding [GO:0005524]; sodium:potassium-exchanging ATPase activity [GO:0005391]"	"GO:0001894; GO:0005391; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005890; GO:0005918; GO:0006812; GO:0006883; GO:0007268; GO:0007605; GO:0007626; GO:0007630; GO:0008340; GO:0008344; GO:0009266; GO:0009612; GO:0015991; GO:0016323; GO:0019991; GO:0030007; GO:0035158; GO:0035159; GO:0036376; GO:0050905; GO:0051124; GO:0060439; GO:1990573"	"reviewed"	"Drosophila melanogaster (Fruit fly)"	6.673587403	6.144030093	11.32034593	6.144030093	11.33368328	12.59820729	6.144030093	6.144030093	7.708596617	6.144030093	6.801082044	6.144030093	6.144030093	6.144030093	6.894221609
"65"	"TRINITY_DN311716_c0_g1"	65	18.04054754	11.37183288	87.84648429	1.35e-10	6.16e-09	"Q8K4H1"	"TRINITY_DN311716_c0_g1_i1"	1.4e-07	"Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)"	"'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; tryptophan catabolic process to kynurenine [GO:0019441]"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]"	"arylformamidase activity [GO:0004061]"	"GO:0004061; GO:0005634; GO:0005737; GO:0005829; GO:0019441; GO:0034354"	"reviewed"	"Mus musculus (Mouse)"	12.66625333	12.22604891	12.37201901	12.85514503	12.01208882	12.70077687	12.0575911	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.487405541	7.197029129	6.144030093
"66"	"TRINITY_DN311716_c0_g2"	66	20.77659826	11.47194003	102.5660702	6.51e-11	3.47e-09	"Q8N3Y7"	"TRINITY_DN311716_c0_g2_i1"	6.7e-24	"Epidermal retinol dehydrogenase 2 (EPHD-2) (RDH-E2) (EC 1.1.1.105) (Retinal short-chain dehydrogenase reductase 2) (retSDR2) (Short-chain dehydrogenase/reductase family 16C member 5)"	"keratinocyte proliferation [GO:0043616]; negative regulation of histone acetylation [GO:0035067]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of histone deacetylation [GO:0031065]; retinal metabolic process [GO:0042574]; retinol metabolic process [GO:0042572]"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]"	"activating transcription factor binding [GO:0033613]; retinol dehydrogenase activity [GO:0004745]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]"	"GO:0000122; GO:0003714; GO:0004745; GO:0005634; GO:0005783; GO:0005789; GO:0005811; GO:0008134; GO:0016021; GO:0017053; GO:0031065; GO:0033613; GO:0035067; GO:0042572; GO:0042574; GO:0043616"	"reviewed"	"Homo sapiens (Human)"	12.60220363	12.63761863	12.33658458	12.80424521	12.31378134	12.87905903	12.12285751	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"67"	"TRINITY_DN311731_c0_g1"	67	13.0577743	8.022670624	26.95866432	1.59e-05	0.00035827	"G5EEM5"	"TRINITY_DN311731_c0_g1_i1"	6.6e-07	"Zygote defective protein 9"	"cell division [GO:0051301]; centrosome duplication [GO:0051298]; embryo development ending in birth or egg hatching [GO:0009792]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; meiotic spindle organization [GO:0000212]; microtubule-based process [GO:0007017]; microtubule polymerization [GO:0046785]; spindle elongation [GO:0051231]; spindle organization [GO:0007051]"	"centrosome [GO:0005813]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; spindle pole [GO:0000922]"	"microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]"	"GO:0000212; GO:0000776; GO:0000922; GO:0005737; GO:0005813; GO:0005874; GO:0007017; GO:0007051; GO:0008017; GO:0009792; GO:0030951; GO:0046785; GO:0051010; GO:0051231; GO:0051298; GO:0051301; GO:0072687"	"reviewed"	"Caenorhabditis elegans"	8.181202611	9.07749774	9.294695484	9.19088224	8.572220952	8.551949664	9.007274806	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"68"	"TRINITY_DN311753_c2_g6"	68	15.358577	9.301833048	34.63662028	2.4e-06	6.27e-05	"P04146"	"TRINITY_DN311753_c2_g6_i1"	1.5e-06	"Copia protein (Gag-int-pol protein) [Cleaved into: Copia VLP protein; Copia protease (EC 3.4.23.-)]"	"DNA integration [GO:0015074]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"	"GO:0000943; GO:0003676; GO:0004190; GO:0005524; GO:0008270; GO:0015074"	"reviewed"	"Drosophila melanogaster (Fruit fly)"	9.238142042	8.702841859	9.192692956	11.2833724	10.48612934	10.76982459	10.64349692	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"69"	"TRINITY_DN312002_c0_g1"	69	18.65497786	13.95319864	102.1568598	8.08e-12	7.09e-10	"A8X0C4"	"TRINITY_DN312002_c0_g1_i7"	7.1e-11	"Serine/threonine-protein kinase par-4 (EC 2.7.11.1)"	"establishment of cell polarity [GO:0030010]; glucose homeostasis [GO:0042593]; mitotic cell cycle [GO:0000278]; multicellular organism development [GO:0007275]; regulation of cell growth [GO:0001558]; regulation of cytokinesis [GO:0032465]"	"cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle pole [GO:0000922]"	"ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]; protein serine/threonine kinase activity [GO:0004674]"	"GO:0000278; GO:0000922; GO:0001558; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005938; GO:0007275; GO:0030010; GO:0030295; GO:0032465; GO:0042593; GO:0046872"	"reviewed"	"Caenorhabditis briggsae"	14.62608334	14.10666578	14.72259999	15.38099809	15.27261234	15.66421888	15.00004733	6.144030093	6.144030093	6.863061152	7.250856948	7.15423938	6.144030093	7.799233968	6.894221609
"70"	"TRINITY_DN312005_c1_g1"	70	9.770060165	7.021388309	13.98677469	0.000830329	0.013995414	"Q4PBY6"	"TRINITY_DN312005_c1_g1_i1"	6.3e-06	"Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)"	"cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]"	"chloroplast [GO:0009507]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]"	"cytochrome-c peroxidase activity [GO:0004130]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]"	"GO:0000302; GO:0004130; GO:0004601; GO:0005758; GO:0005759; GO:0009507; GO:0020037; GO:0034599; GO:0042744; GO:0046872"	"reviewed"	"Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)"	7.829939289	7.178480556	8.155174857	7.498248665	7.818079575	7.530927521	6.907347247	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"71"	"TRINITY_DN312006_c1_g5"	71	-11.74636701	8.460980218	13.1439879	0.000981429	0.016118081	"Q58A42"	"TRINITY_DN312006_c1_g5_i1"	4.3e-121	"Protein DD3-3"	""	"integral component of membrane [GO:0016021]"	""	"GO:0016021"	"reviewed"	"Dictyostelium discoideum (Slime mold)"	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.907347247	6.144030093	6.144030093	10.24432685	6.144030093	6.144030093	7.670625144	6.144030093	11.53363015
"72"	"TRINITY_DN312093_c0_g3"	72	22.24464612	12.26004776	123.1893943	8.08e-12	7.09e-10	"Q2M5E4"	"TRINITY_DN312093_c0_g3_i1"	3.9e-10	"Regulator of G-protein signaling 21 (RGS21)"	"G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of signal transduction [GO:0009968]"	"plasma membrane [GO:0005886]"	"GTPase activity [GO:0003924]"	"GO:0003924; GO:0005886; GO:0007186; GO:0009968"	"reviewed"	"Homo sapiens (Human)"	13.06509455	13.01888843	12.8452279	14.12204956	13.56212401	13.3792899	12.99417668	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"73"	"TRINITY_DN312701_c0_g2"	73	16.97230683	10.82614004	58.0219398	1.29e-08	4.25e-07	"Q9HC07"	"TRINITY_DN312701_c0_g2_i1"	9e-09	"Transmembrane protein 165 (Transmembrane protein PT27) (Transmembrane protein TPARL)"	"cellular calcium ion homeostasis [GO:0006874]; Golgi calcium ion transport [GO:0032472]; protein N-linked glycosylation [GO:0006487]; regulation of lysosomal lumen pH [GO:0035751]"	"early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; trans-Golgi network membrane [GO:0032588]"	""	"GO:0005765; GO:0005794; GO:0006487; GO:0006874; GO:0010008; GO:0016021; GO:0031901; GO:0031902; GO:0032472; GO:0032588; GO:0035751; GO:0043231"	"reviewed"	"Homo sapiens (Human)"	11.26109967	13.54561591	11.05561561	11.14995642	11.22581095	11.43774549	11.30871363	6.144030093	6.144030093	6.144030093	7.250856948	6.144030093	6.144030093	6.144030093	6.144030093
"74"	"TRINITY_DN312701_c0_g3"	74	17.81120991	12.23120407	84.2138572	9.28e-11	4.4e-09	"Q93Y38"	"TRINITY_DN312701_c0_g3_i1"	3e-21	"GDT1-like protein 3"	""	"Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]"	""	"GO:0005794; GO:0016021"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	13.11184581	13.64637121	12.59832376	13.85540473	13.27243828	13.46436807	12.85705151	6.144030093	6.144030093	6.144030093	6.801082044	6.144030093	6.144030093	7.799233968	6.144030093
"75"	"TRINITY_DN312702_c0_g1"	75	13.69689136	8.661179046	17.91618933	0.000220763	0.004418701	"Q0DB53"	"TRINITY_DN312702_c0_g1_i3"	1.4e-06	"DEAD-box ATP-dependent RNA helicase 52A (EC 3.6.4.13)"	""	""	"ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]"	"GO:0003723; GO:0004386; GO:0005524"	"reviewed"	"Oryza sativa subsp. japonica (Rice)"	6.144030093	6.144030093	9.642978688	6.144030093	11.16869116	11.02835625	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"76"	"TRINITY_DN312722_c5_g1"	76	-6.211857714	10.59374475	14.96476803	0.000466856	0.008306152	"P23324"	"TRINITY_DN312722_c5_g1_i6"	9.5e-06	"Polyubiquitin [Cleaved into: Ubiquitin]"	""	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	""	"GO:0005634; GO:0005737"	"reviewed"	"Euplotes eurystomus (Ciliate)"	8.181202611	9.31990941	8.834633823	8.647317272	8.003724783	8.224794682	7.403921903	10.33578668	11.9467613	10.56028872	11.94626021	11.62334929	9.995636877	11.7052968	11.30522532
"77"	"TRINITY_DN312726_c1_g4"	77	19.49740552	15.24884959	100.7679884	9.64e-12	7.72e-10	"P51906"	"TRINITY_DN312726_c1_g4_i1"	4.3e-48	"Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)"	"chloride transmembrane transport [GO:1902476]; cysteine transmembrane transport [GO:1903712]; cysteine transport [GO:0042883]; D-aspartate import across plasma membrane [GO:0070779]; L-aspartate import across plasma membrane [GO:0140009]; L-glutamate import [GO:0051938]; L-glutamate import across plasma membrane [GO:0098712]; L-glutamate transmembrane transport [GO:0015813]; positive regulation of heart rate [GO:0010460]; protein homooligomerization [GO:0051260]"	"apical plasma membrane [GO:0016324]; early endosome membrane [GO:0031901]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]"	"chloride transmembrane transporter activity [GO:0015108]; cysteine transmembrane transporter activity [GO:0033229]; glutamate:sodium symporter activity [GO:0015501]; glutamate binding [GO:0016595]; high-affinity glutamate transmembrane transporter activity [GO:0005314]; L-glutamate transmembrane transporter activity [GO:0005313]; metal ion binding [GO:0046872]"	"GO:0005313; GO:0005314; GO:0005886; GO:0005887; GO:0010460; GO:0015108; GO:0015501; GO:0015813; GO:0016020; GO:0016324; GO:0016595; GO:0031901; GO:0033229; GO:0042883; GO:0046872; GO:0051260; GO:0051938; GO:0055038; GO:0070779; GO:0098712; GO:0140009; GO:1902476; GO:1903712"	"reviewed"	"Mus musculus (Mouse)"	16.57401236	15.96167949	17.04372332	16.24576082	16.29098374	16.43617315	15.2723042	6.144030093	8.121064225	7.12157687	8.101679392	7.15423938	6.144030093	8.22281597	6.894221609
"78"	"TRINITY_DN312737_c1_g1"	78	22.74767972	13.85165927	127.8846073	1.39e-12	6.02e-10	"P52504"	"TRINITY_DN312737_c1_g1_i1"	1.5e-08	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)"	"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]"	"mitochondrial respiratory chain complex I [GO:0005747]"	""	"GO:0005747; GO:0006120"	"reviewed"	"Rattus norvegicus (Rat)"	15.1349614	14.57678995	15.40011451	15.07539234	14.60171657	15.05141104	14.55016544	6.144030093	6.144030093	6.144030093	6.144030093	7.15423938	6.144030093	7.197029129	6.144030093
"79"	"TRINITY_DN312737_c2_g2"	79	16.51602456	9.764168498	40.38062098	6.77e-07	2.02e-05	"Q8K3E5"	"TRINITY_DN312737_c2_g2_i1"	2.6e-07	"Jouberin (Abelson helper integration site 1 protein) (AHI-1)"	"cellular protein localization [GO:0034613]; central nervous system development [GO:0007417]; cilium assembly [GO:0060271]; cloaca development [GO:0035844]; eye photoreceptor cell development [GO:0042462]; heart looping [GO:0001947]; hindbrain development [GO:0030902]; Kupffer's vesicle development [GO:0070121]; left/right axis specification [GO:0070986]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of apoptotic process [GO:0043066]; negative regulation of glucose import [GO:0046325]; non-motile cilium assembly [GO:1905515]; otic vesicle development [GO:0071599]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of gene expression [GO:0010628]; positive regulation of growth [GO:0045927]; positive regulation of neuron projection development [GO:0010976]; positive regulation of polarized epithelial cell differentiation [GO:0030862]; positive regulation of receptor internalization [GO:0002092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pronephric duct morphogenesis [GO:0039023]; pronephric nephron tubule morphogenesis [GO:0039008]; protein localization to organelle [GO:0033365]; regulation of behavior [GO:0050795]; regulation of protein secretion [GO:0050708]; retina development in camera-type eye [GO:0060041]; retina layer formation [GO:0010842]; retinal cone cell development [GO:0046549]; retinal rod cell development [GO:0046548]; specification of axis polarity [GO:0065001]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vesicle-mediated transport [GO:0016192]; vesicle targeting [GO:0006903]"	"adherens junction [GO:0005912]; cell-cell junction [GO:0005911]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; MKS complex [GO:0036038]; non-motile cilium [GO:0097730]; photoreceptor outer segment [GO:0001750]"	"identical protein binding [GO:0042802]"	"GO:0001738; GO:0001750; GO:0001947; GO:0002092; GO:0005737; GO:0005813; GO:0005814; GO:0005911; GO:0005912; GO:0005929; GO:0006903; GO:0007169; GO:0007417; GO:0010628; GO:0010842; GO:0010976; GO:0016192; GO:0030862; GO:0030902; GO:0033365; GO:0034613; GO:0035844; GO:0035845; GO:0036038; GO:0036064; GO:0039008; GO:0039023; GO:0042462; GO:0042802; GO:0043066; GO:0045927; GO:0045944; GO:0046325; GO:0046548; GO:0046549; GO:0050708; GO:0050795; GO:0060041; GO:0060271; GO:0065001; GO:0070121; GO:0070986; GO:0071599; GO:0097730; GO:1905515"	"reviewed"	"Mus musculus (Mouse)"	11.12590774	11.26902437	12.34849302	9.27873242	9.555564508	9.700791998	8.309763444	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
