"GeneID"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Accession"	"Isoform"	"E.value"	"ProteinN"	"GO_BP"	"GO_CC"	"GO_MF"	"GO"	"Status"	"Organism"	"S_10B"	"S_9A"	"S_13A"	"S_42A"	"S_46B"	"S_47B"	"S_48B"	"S_2A"	"S_2B"	"S_7B"	"S_8B"	"S_33A"	"S_36B"	"S_38A"	"S_40A"
"229"	"TRINITY_DN294657_c0_g2"	18.81434023	5.439824447	75.43989745	1.15e-07	2.42e-06	"Q63584"	"TRINITY_DN294657_c0_g2_i1"	8.5e-15	"Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (Transmembrane protein Tmp21) (p24 family protein delta-1) (p24delta1)"	"COPI-coated vesicle budding [GO:0035964]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; kidney development [GO:0001822]; protein complex oligomerization [GO:0051259]; regulated exocytosis [GO:0045055]; regulation of amyloid-beta formation [GO:1902003]; response to alkaloid [GO:0043279]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle targeting [GO:0006903]; vesicle targeting, to, from or within Golgi [GO:0048199]"	"cis-Golgi network [GO:0005801]; COPI-coated vesicle [GO:0030137]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; gamma-secretase complex [GO:0070765]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle membrane [GO:0030658]; zymogen granule membrane [GO:0042589]"	"protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]"	"GO:0000139; GO:0001822; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0005801; GO:0005886; GO:0006886; GO:0006888; GO:0006890; GO:0006903; GO:0007030; GO:0016021; GO:0019905; GO:0030134; GO:0030137; GO:0030140; GO:0030658; GO:0030667; GO:0033116; GO:0035964; GO:0042470; GO:0042589; GO:0043231; GO:0043279; GO:0044877; GO:0045055; GO:0048199; GO:0051259; GO:0070765; GO:1902003"	"reviewed"	"Rattus norvegicus (Rat)"	6.929322178	5.731827468	6.385917386	6.379606076	6.157030204	7.242999622	6.211667225	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"230"	"TRINITY_DN294674_c6_g1"	-7.038834402	8.701846401	51.28191272	2.69e-07	5.31e-06	"Q8GY91"	"TRINITY_DN294674_c6_g1_i1"	3e-87	"Putative L-ascorbate peroxidase 6 (AtAPx08) (EC 1.11.1.11)"	"cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]; seed germination [GO:0009845]; seed maturation [GO:0010431]"	"cytosol [GO:0005829]"	"heme binding [GO:0020037]; L-ascorbate peroxidase activity [GO:0016688]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]"	"GO:0000302; GO:0004601; GO:0005829; GO:0009845; GO:0010431; GO:0016688; GO:0020037; GO:0034599; GO:0042744; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.481291199	3.945334406	6.089503622	5.440958065	4.897001672	6.054858113	7.153306519	10.34795603	9.976661175	9.329360877	9.191852459	9.478408832	8.337236724	9.536196673	8.877325427
"231"	"TRINITY_DN294747_c0_g1"	-6.622236168	8.746677666	28.98961696	1.8e-05	0.000257291	"Q84MD6"	"TRINITY_DN294747_c0_g1_i1"	7.5e-07	"Tyrosine-protein phosphatase DSP2 (EC 3.1.3.48) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 2) (AtPFA-DSP2)"	""	"cytoplasm [GO:0005737]"	"phosphatase activity [GO:0016791]; protein tyrosine phosphatase activity [GO:0004725]"	"GO:0004725; GO:0005737; GO:0016791"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.29806395	4.198885037	6.865838865	3.678874998	2.89031276	6.850756375	6.625779384	10.32836837	10.11609252	9.329360877	9.042900603	9.389180612	8.226665765	9.880998865	8.763265114
"232"	"TRINITY_DN294759_c0_g1"	-4.361335566	10.01189166	24.9195373	4.74e-05	0.000632419	"Q93YN4"	"TRINITY_DN294759_c0_g1_i1"	2.9e-164	"Mitochondrial fission protein ELM1 (Protein ELONGATED MITOCHONDRIA 1)"	"mitochondrial fission [GO:0000266]"	"mitochondrial outer membrane [GO:0005741]"	""	"GO:0000266; GO:0005741"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	9.951318446	7.699039137	8.685590458	7.984569784	5.044058316	8.305298406	8.462496518	10.97033845	10.8460965	10.60888406	10.49518079	10.63511448	9.797198845	10.77722547	10.84021446
"233"	"TRINITY_DN294767_c5_g1"	9.535836242	3.057631824	10.16732473	0.004083559	0.027415652	"P49210"	"TRINITY_DN294767_c5_g1_i1"	4e-34	"60S ribosomal protein L9"	"cytoplasmic translation [GO:0002181]"	"cytosolic large ribosomal subunit [GO:0022625]"	"rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]"	"GO:0002181; GO:0003735; GO:0019843; GO:0022625"	"reviewed"	"Oryza sativa subsp. japonica (Rice)"	1.833703142	1.060434796	5.300871766	1.338988651	1.655951822	5.877224391	1.060434796	1.060434796	1.060434796	1.060434796	2.038622013	1.060434796	1.060434796	1.663958088	1.060434796
"234"	"TRINITY_DN294767_c5_g2"	8.469329294	4.537845498	10.95650814	0.003051382	0.021962857	"P49210"	"TRINITY_DN294767_c5_g2_i1"	2.2e-44	"60S ribosomal protein L9"	"cytoplasmic translation [GO:0002181]"	"cytosolic large ribosomal subunit [GO:0022625]"	"rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]"	"GO:0002181; GO:0003735; GO:0019843; GO:0022625"	"reviewed"	"Oryza sativa subsp. japonica (Rice)"	4.076819427	2.532423455	7.876912836	1.060434796	3.084074812	5.436238003	2.554960019	1.060434796	1.060434796	2.049128754	1.060434796	3.132594796	1.526532857	1.060434796	3.639682246
"235"	"TRINITY_DN294772_c2_g5"	8.763851062	4.204117313	15.57285164	0.000641496	0.005998279	"Q9XGL4"	"TRINITY_DN294772_c2_g5_i1"	8.2e-39	"60S ribosomal protein L31"	"translation [GO:0006412]"	"ribosome [GO:0005840]"	"structural constituent of ribosome [GO:0003735]"	"GO:0003735; GO:0005840; GO:0006412"	"reviewed"	"Cyanophora paradoxa"	6.702283598	4.310697984	6.169508974	1.854878329	1.655951822	4.799269373	4.395084639	1.988649135	2.170133171	1.469830349	2.611495673	2.250773536	1.060434796	1.060434796	1.060434796
"236"	"TRINITY_DN294775_c0_g1"	11.25330885	4.946191777	19.52318046	0.000197811	0.002228872	"P79015"	"TRINITY_DN294775_c0_g1_i3"	4.7e-18	"60S ribosomal protein L32-A"	"cytoplasmic translation [GO:0002181]"	"cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]"	"structural constituent of ribosome [GO:0003735]"	"GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0022625"	"reviewed"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	3.798791672	3.000963993	7.840715128	1.854878329	2.89031276	7.366137352	3.940532401	1.060434796	1.060434796	1.788362656	1.628546064	2.607931407	1.526532857	1.060434796	2.471188131
"237"	"TRINITY_DN294775_c0_g2"	9.729870451	2.776220886	14.24857663	0.00118801	0.010101352	"Q7RXY1"	"TRINITY_DN294775_c0_g2_i1"	1.8e-20	"60S ribosomal protein L32 (Cytoplasmic ribosomal protein-63)"	"translation [GO:0006412]"	"cytosolic large ribosomal subunit [GO:0022625]"	"structural constituent of ribosome [GO:0003735]"	"GO:0003735; GO:0006412; GO:0022625"	"reviewed"	"Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)"	3.45407728	1.498523235	5.605297182	1.060434796	2.076237769	3.903475717	1.993143853	1.060434796	1.060434796	1.060434796	1.060434796	1.775037812	1.060434796	1.060434796	1.695418181
"238"	"TRINITY_DN294776_c2_g6"	8.820232221	8.414652427	21.57977616	0.000112291	0.001361435	"Q9ZPE7"	"TRINITY_DN294776_c2_g6_i1"	7.2e-97	"Protein EXORDIUM"	"response to brassinosteroid [GO:0009741]"	"apoplast [GO:0048046]; cell wall [GO:0005618]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; plant-type cell wall [GO:0009505]"	""	"GO:0005615; GO:0005618; GO:0005794; GO:0009505; GO:0009741; GO:0048046"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	8.566881441	4.557335891	6.004799698	8.655990405	8.276531131	9.386329334	11.54836049	2.200488538	4.051032387	1.060434796	3.341584286	7.633803937	1.526532857	5.368863829	1.695418181
"239"	"TRINITY_DN294778_c3_g3"	-2.413750495	8.641798191	10.38927691	0.003759119	0.025911966	"Q84WK5"	"TRINITY_DN294778_c3_g3_i2"	1.5e-27	"Protein GID8 homolog"	""	"cytoplasm [GO:0005737]"	""	"GO:0005737"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	8.322196249	6.563497359	8.261623269	8.001914076	6.749465127	7.804801936	8.399106078	9.181953713	8.917352324	8.7904989	8.919388451	9.400640638	8.665804049	9.449090653	9.159216535
"240"	"TRINITY_DN294779_c0_g2"	-4.783217807	9.365513676	34.00587662	6.05e-06	9.81e-05	"P35135"	"TRINITY_DN294779_c0_g2_i3"	1.9e-82	"Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)"	""	""	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]"	"GO:0005524; GO:0061631"	"reviewed"	"Solanum lycopersicum (Tomato) (Lycopersicon esculentum)"	8.37456601	6.070458468	8.034773496	7.903831804	5.791112784	7.719217566	7.794160831	9.675012265	9.728212839	9.735914351	9.732209638	10.62659982	9.280019292	10.64360456	10.38026388
"241"	"TRINITY_DN294779_c1_g2"	-2.186636036	10.86860116	8.271610992	0.008525966	0.04917325	"Q94F47"	"TRINITY_DN294779_c1_g2_i1"	1.5e-67	"Ubiquitin-conjugating enzyme E2 28 (EC 2.3.2.23) (AtUBC9A) (E2 ubiquitin-conjugating enzyme 28) (Ubiquitin carrier protein 28)"	""	""	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]"	"GO:0005524; GO:0061631"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	10.60405317	8.504590947	11.31259793	9.835132641	8.381689658	9.956763498	10.48117266	11.38149778	11.31149864	11.1056372	11.3346249	11.60102334	10.67364681	11.36745026	11.30742713
"242"	"TRINITY_DN294779_c1_g9"	5.688624603	5.40804601	13.69219417	0.001178385	0.010074864	"Q94F47"	"TRINITY_DN294779_c1_g9_i1"	7.3e-67	"Ubiquitin-conjugating enzyme E2 28 (EC 2.3.2.23) (AtUBC9A) (E2 ubiquitin-conjugating enzyme 28) (Ubiquitin carrier protein 28)"	""	""	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]"	"GO:0005524; GO:0061631"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.30361421	3.454865611	6.004799698	5.759202287	4.460420922	6.974113255	7.582203305	3.673151142	3.55408751	3.544265922	4.184978259	3.819438117	3.078693901	3.010141473	3.170637387
"243"	"TRINITY_DN294781_c1_g1"	15.92309363	4.381896917	18.78703609	0.000448602	0.004393741	"Q29361"	"TRINITY_DN294781_c1_g1_i1"	1.8e-37	"60S ribosomal protein L35"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]"	"cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]"	"mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]"	"GO:0000463; GO:0003729; GO:0003735; GO:0006412; GO:0015934; GO:0022625; GO:0098556"	"reviewed"	"Sus scrofa (Pig)"	1.060434796	1.060434796	5.818832964	1.060434796	5.614078891	7.570756036	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"244"	"TRINITY_DN294781_c2_g1"	6.419572176	4.523654689	10.90397335	0.003110357	0.022335395	"Q3MHM7"	"TRINITY_DN294781_c2_g1_i3"	2.7e-31	"60S ribosomal protein L35"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]"	"cytosolic large ribosomal subunit [GO:0022625]"	"mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]"	"GO:0000463; GO:0003729; GO:0003735; GO:0006412; GO:0022625"	"reviewed"	"Bos taurus (Bovine)"	6.681646833	5.20415287	6.419027763	1.854878329	1.060434796	4.926915475	5.251703991	3.356936274	2.61133977	2.781547005	3.022238902	2.250773536	2.396988615	1.555100532	2.134830437
"245"	"TRINITY_DN294783_c0_g1"	-4.332876304	8.793628247	21.84153227	0.000104695	0.001296119	"Q8L4D8"	"TRINITY_DN294783_c0_g1_i1"	5.7e-14	"Protein IQ-DOMAIN 31"	""	"cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; plasma membrane [GO:0005886]"	""	"GO:0005829; GO:0005875; GO:0005886"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	8.561243928	6.086257136	7.946692511	7.278456957	4.733235978	5.347753888	7.596403134	9.92276674	9.687946023	9.273025801	9.495253417	9.061170467	8.916722396	9.504356871	9.380024925
"246"	"TRINITY_DN294787_c0_g3"	-7.300672612	3.245215565	8.806354616	0.007338237	0.044015202	"F1MH24"	"TRINITY_DN294787_c0_g3_i1"	1.6e-09	"AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)"	"endocytosis [GO:0006897]; positive regulation of Notch signaling pathway [GO:0045747]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; regulation of clathrin-dependent endocytosis [GO:2000369]; regulation of protein localization [GO:0032880]"	"cell leading edge [GO:0031252]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; extrinsic component of plasma membrane [GO:0019897]; nucleus [GO:0005634]; terminal bouton [GO:0043195]"	"AP-2 adaptor complex binding [GO:0035612]; ATP binding [GO:0005524]; Notch binding [GO:0005112]; protein serine/threonine kinase activity [GO:0004674]"	"GO:0004674; GO:0005112; GO:0005524; GO:0005634; GO:0005905; GO:0006468; GO:0006897; GO:0019897; GO:0030136; GO:0031252; GO:0032880; GO:0035612; GO:0043195; GO:0045747; GO:0046777; GO:0050821; GO:2000369"	"reviewed"	"Bos taurus (Bovine)"	1.060434796	1.060434796	1.060434796	1.854878329	2.076237769	4.132604162	2.554960019	3.265726262	1.060434796	3.265020575	4.336404951	4.977168914	3.078693901	3.15533094	3.884615783
"247"	"TRINITY_DN294789_c1_g1"	-3.783955845	8.65673957	23.86548327	6.18e-05	0.000793577	"Q8GXE9"	"TRINITY_DN294789_c1_g1_i1"	9e-17	"HVA22-like protein j (AtHVA22j)"	""	""	""	""	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	8.035516655	6.894834248	7.686095172	7.619159311	5.948777878	7.44843723	6.879088018	8.828629657	8.209070397	8.952711603	9.534940976	8.932866518	9.223555523	9.744205785	9.939962559
"248"	"TRINITY_DN295071_c1_g1"	-7.504448706	9.273160042	91.92276978	1.66e-09	4.55e-08	"C0LGG8"	"TRINITY_DN295071_c1_g1_i3"	1.1e-06	"Probable LRR receptor-like serine/threonine-protein kinase At1g53430 (EC 2.7.11.1)"	"protein autophosphorylation [GO:0046777]"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]"	"GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0046777"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.432719331	6.263464051	5.914810702	6.019775542	6.791711132	5.673151369	6.855667237	10.60841465	10.31977371	10.50197798	10.17254132	9.184735186	9.533292886	10.58397973	8.680372402
"249"	"TRINITY_DN295075_c3_g1"	9.71611634	4.646185518	17.24422571	0.000383969	0.003845906	"Q5UAP0"	"TRINITY_DN295075_c3_g1_i1"	1.1e-71	"40S ribosomal protein S4"	"translation [GO:0006412]"	"ribosome [GO:0005840]"	"rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]"	"GO:0003735; GO:0005840; GO:0006412; GO:0019843"	"reviewed"	"Bombyx mori (Silk moth)"	4.601089555	2.861037042	7.298336184	2.364254418	3.084074812	7.08774837	3.750436618	1.060434796	1.060434796	2.269898769	1.628546064	2.89398329	1.878251772	1.555100532	2.134830437
"250"	"TRINITY_DN295083_c1_g3"	7.931185512	16.53367759	57.49694609	1.05e-07	2.25e-06	"P21357"	"TRINITY_DN295083_c1_g3_i1"	8.2e-237	"Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1) (DAHP synthase 1) (Phospho-2-keto-3-deoxyheptonate aldolase 1)"	"aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]"	"chloroplast [GO:0009507]; membrane [GO:0016020]"	"3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]"	"GO:0003849; GO:0009073; GO:0009423; GO:0009507; GO:0016020"	"reviewed"	"Solanum tuberosum (Potato)"	16.35694042	16.09759406	17.85332098	17.14670441	17.89640364	17.21226646	18.60087893	12.81740242	12.01033515	13.35675135	13.4533972	14.75391281	13.95448856	13.30919397	12.77253697
"251"	"TRINITY_DN295083_c2_g1"	-3.436001723	9.751747911	20.36277552	0.000156438	0.001813388	"B8AAV3"	"TRINITY_DN295083_c2_g1_i5"	2.3e-61	"Protein CHLOROPLAST ENHANCING STRESS TOLERANCE, chloroplastic (OsCEST)"	"chloroplast organization [GO:0009658]; heat acclimation [GO:0010286]; hyperosmotic salinity response [GO:0042538]; photosystem I assembly [GO:0048564]; response to photooxidative stress [GO:0080183]; response to water deprivation [GO:0009414]"	"chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]"	""	"GO:0009414; GO:0009535; GO:0009658; GO:0010286; GO:0016021; GO:0042538; GO:0048564; GO:0080183"	"reviewed"	"Oryza sativa subsp. indica (Rice)"	9.864718785	7.877604305	9.473157423	7.465108763	6.598980591	7.947117442	8.743379066	10.37956939	10.0164515	9.978338286	10.43457051	10.98739035	9.865214257	10.54326892	9.793933049
"252"	"TRINITY_DN295213_c0_g1"	23.83356573	7.956567644	234.9609529	2.13e-11	7.86e-10	"P41004"	"TRINITY_DN295213_c0_g1_i1"	2.5e-125	"Structural maintenance of chromosomes protein 4 (Cell untimely torn protein 3) (Chromosome segregation protein cut3)"	"cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nuclear condensin complex [GO:0000799]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]; DNA translocase activity [GO:0015616]; topological DNA entrapment activity [GO:0061776]"	"GO:0000790; GO:0000799; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007076; GO:0015616; GO:0051301; GO:0061776"	"reviewed"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	9.300669817	7.378161817	8.809377524	8.826303903	9.057529414	9.831847675	9.156660333	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"253"	"TRINITY_DN295214_c0_g1"	11.11795929	5.702543078	13.812902	0.001132091	0.009732837	"P19036"	"TRINITY_DN295214_c0_g1_i2"	3.1e-12	"17.4 kDa class I heat shock protein (17.4 kDa heat shock protein 1) (AtHsp17.4A)"	"protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]"	"cytoplasm [GO:0005737]"	"protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]"	"GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009651; GO:0042542; GO:0043621; GO:0051082; GO:0051259"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	3.244933076	3.245692511	8.233980034	8.704468706	2.666429693	1.060434796	2.554960019	3.523690054	1.060434796	1.060434796	1.060434796	1.060434796	1.878251772	1.060434796	2.97293112
"254"	"TRINITY_DN295216_c0_g2"	-3.330966187	10.00785513	24.35056247	5.47e-05	0.000716771	"Q6ZIK0"	"TRINITY_DN295216_c0_g2_i1"	1.1e-108	"Probable tocopherol O-methyltransferase, chloroplastic (EC 2.1.1.95) (Gamma-tocopherol methyltransferase) (Vitamin E pathway gene 4 protein)"	"vitamin E biosynthetic process [GO:0010189]"	"chloroplast [GO:0009507]"	"tocopherol O-methyltransferase activity [GO:0050342]"	"GO:0009507; GO:0010189; GO:0050342"	"reviewed"	"Oryza sativa subsp. japonica (Rice)"	9.469688486	7.2990246	8.579760259	8.956548392	8.599493293	9.105201316	9.450429112	10.60503474	10.45826568	10.02456865	10.11789765	10.49379287	10.60752322	11.24248857	10.56621417
"255"	"TRINITY_DN295218_c0_g1"	18.7557164	6.779786122	112.2706677	2.5e-10	7.77e-09	"Q8BWD2"	"TRINITY_DN295218_c0_g1_i1"	1.9e-17	"Inositol hexakisphosphate kinase 3 (InsP6 kinase 3) (EC 2.7.4.21) (Inositol hexaphosphate kinase 3)"	"inositol phosphate biosynthetic process [GO:0032958]; phosphatidylinositol metabolic process [GO:0046488]; protein phosphorylation [GO:0006468]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate 6-kinase activity [GO:0000831]; inositol hexakisphosphate kinase activity [GO:0000828]"	"GO:0000828; GO:0000831; GO:0000832; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0032958; GO:0046488; GO:0052723; GO:0052724"	"reviewed"	"Mus musculus (Mouse)"	8.36165071	7.403604767	8.076876164	7.112727545	7.653782855	8.351539005	7.638182823	1.060434796	1.060434796	1.469830349	1.060434796	1.060434796	1.060434796	1.060434796	1.695418181
"256"	"TRINITY_DN295223_c0_g1"	7.471201076	3.9413689	16.50273691	0.00048072	0.00466404	"Q9C9Y1"	"TRINITY_DN295223_c0_g1_i1"	8.6e-06	"TOM1-like protein 8"	"intracellular protein transport [GO:0006886]"	"cell [GO:0005623]; membrane [GO:0016020]"	""	"GO:0005623; GO:0006886; GO:0016020"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	4.413586653	3.354066687	4.87117515	5.985310489	5.299641103	4.132604162	4.108471498	1.440025908	1.88581625	1.469830349	1.060434796	1.775037812	2.777737248	2.848688498	2.471188131
"257"	"TRINITY_DN295224_c1_g2"	23.52989589	10.65060282	381.3848397	7.87e-16	6.09e-13	"Q05062"	"TRINITY_DN295224_c1_g2_i1"	6.8e-42	"Cell division control protein 42 homolog (CDC42Ce)"	"actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; Cdc42 protein signal transduction [GO:0032488]; cell division [GO:0051301]; cell projection assembly [GO:0030031]; endocytosis [GO:0006897]; epithelial tube morphogenesis [GO:0060562]; establishment of mitotic spindle localization [GO:0040001]; establishment of mitotic spindle orientation [GO:0000132]; establishment or maintenance of cell polarity [GO:0007163]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of actin filament-based process [GO:0032970]; regulation of cell shape [GO:0008360]; regulation of Golgi organization [GO:1903358]; Rho protein signal transduction [GO:0007266]"	"cell cortex [GO:0005938]; cell projection [GO:0042995]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]"	"GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]"	"GO:0000132; GO:0003924; GO:0005525; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005938; GO:0006897; GO:0007015; GO:0007163; GO:0007266; GO:0008360; GO:0016021; GO:0019901; GO:0030031; GO:0030036; GO:0032488; GO:0032956; GO:0032970; GO:0040001; GO:0042995; GO:0048471; GO:0051301; GO:0055037; GO:0060562; GO:1903358; GO:2000370"	"reviewed"	"Caenorhabditis elegans"	12.13367272	11.22054756	12.42276937	11.61745512	10.96988738	12.25893353	10.70899354	1.440025908	1.060434796	1.788362656	1.628546064	1.060434796	1.060434796	1.922777888	2.134830437
"258"	"TRINITY_DN295225_c0_g2"	-8.475471583	1.801830611	12.29785364	0.002512799	0.018876486	"Q9FHB6"	"TRINITY_DN295225_c0_g2_i1"	4.5e-15	"Protein DETOXIFICATION 16 (AtDTX16) (Multidrug and toxic compound extrusion protein 16) (MATE protein 16)"	"drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]"	"integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]"	"antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]"	"GO:0005774; GO:0006855; GO:0009624; GO:0015297; GO:0016021; GO:0042910"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.988649135	2.170133171	1.469830349	1.628546064	2.89398329	1.878251772	2.848688498	2.134830437
"259"	"TRINITY_DN295225_c1_g1"	-9.923597695	5.618826503	21.86928715	0.000103923	0.001291729	"Q9FHB6"	"TRINITY_DN295225_c1_g1_i1"	1e-41	"Protein DETOXIFICATION 16 (AtDTX16) (Multidrug and toxic compound extrusion protein 16) (MATE protein 16)"	"drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]"	"integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]"	"antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]"	"GO:0005774; GO:0006855; GO:0009624; GO:0015297; GO:0016021; GO:0042910"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	1.060434796	1.060434796	2.983683776	2.364254418	2.401305792	3.29468633	1.060434796	5.464056773	6.037446228	6.125869062	5.404073856	7.816020452	4.783314642	7.175260748	6.351429394
