geneID	Uniprot	annot	BPGO	CCGO	MFGO	GOterms	moduleColor	GS.exposed	p.GS.exposed	logFC	logCPM	FDR	edgeR.pvalue	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.black	p.MM.black	MM.yellow	p.MM.yellow	MM.lightgreen	p.MM.lightgreen	MM.grey	p.MM.grey	MM.pink	p.MM.pink	MM.purple	p.MM.purple	MM.lightcyan	p.MM.lightcyan	MM.cyan	p.MM.cyan	MM.salmon	p.MM.salmon	MM.greenyellow	p.MM.greenyellow	MM.green	p.MM.green
TRINITY_DN612712_c0_g1	Q5RF51	U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (WD repeat-containing protein 57)	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	spliceosomal complex [GO:0005681]	NA	GO:0005681; GO:0006397; GO:0008380	green	0.2442429	0.3803345	2.85503	1.24269	0.2861441	0.09892541	0.2018739	0.4705981	-0.3250016	0.2372231	-0.1944039	0.487511	0.04591105	0.870935	0.1448811	0.6064312	0.1018573	0.7179429	-0.1346356	0.6323709	0.085175	0.7627959	0.09490805	0.7365323	0.1848642	0.5095207	-0.0392558	0.8895296	0.63652	0.01072951	0.577981	0.02402425
TRINITY_DN254233_c0_g1	P51133	"Cytochrome b-c1 complex subunit Rieske-3, mitochondrial (EC 7.1.1.8) (Complex III subunit 5-3) (Rieske iron-sulfur protein 3) (RISP3) (Ubiquinol-cytochrome c reductase iron-sulfur subunit 3)"	NA	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]"	GO:0005743; GO:0008121; GO:0016021; GO:0046872; GO:0051537; GO:0070469	green	0.2441165	0.3805889	4.272184	3.685078	0.328397	0.1259381	0.2401047	0.3887101	-0.2342365	0.4007545	-0.08471661	0.764039	0.5029737	0.05599289	0.1124982	0.6897637	-0.07171835	0.799501	-0.01116111	0.9685097	0.5093046	0.05248425	0.6651661	0.006810141	-0.1082902	0.7008643	-0.13164	0.6400328	-0.1017008	0.7183599	0.5521792	0.03281543
TRINITY_DN293478_c2_g11	Q04634	Elongation factor 1-alpha (EF-1-alpha) (14 nm filament-associated protein)	NA	cytoplasm [GO:0005737]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737	green	0.2441135	0.380595	0.8314614	1.758127	0.9167175	0.7170834	0.2195294	0.4317885	-0.6310048	0.01165297	0.009881881	0.9721176	0.3586102	0.1893261	0.1780457	0.5255264	-0.2126014	0.4468189	-0.195996	0.4838825	0.1064228	0.7058089	0.04075665	0.8853313	0.5622653	0.02913132	0.108814	0.6994796	0.01219552	0.9655927	0.5754291	0.02480336
TRINITY_DN6686_c0_g1	F4HXZ1	Vacuolar-sorting protein BRO1 (BRO domain-containing protein 1) (AtBRO1)	multivesicular body organization [GO:0036257]; protein transport [GO:0015031]; vacuole organization [GO:0007033]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; late endosome [GO:0005770]; multivesicular body [GO:0005771]; plasmodesma [GO:0009506]	protein self-association [GO:0043621]; ubiquitin binding [GO:0043130]	GO:0005737; GO:0005770; GO:0005771; GO:0005829; GO:0007033; GO:0009506; GO:0015031; GO:0036257; GO:0043130; GO:0043621	green	0.2415201	0.3858343	1.737701	1.699254	0.7287289	0.4515594	0.2188473	0.4332568	-0.2988027	0.2793326	0.1306018	0.6426962	0.376139	0.1670399	0.2578575	0.3534776	0.3802951	0.1620221	0.2656075	0.3386741	0.6773109	0.005537061	0.1621066	0.5637985	0.3439766	0.2093395	0.4319554	0.1078628	0.5299505	0.04215889	0.6570246	0.007785154
TRINITY_DN312795_c0_g5	Q9CAP8	"Long chain acyl-CoA synthetase 9, chloroplastic (EC 6.2.1.3)"	fatty acid metabolic process [GO:0006631]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; membrane [GO:0016020]; plastid [GO:0009536]	acyl-CoA ligase activity [GO:0003996]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0003996; GO:0004467; GO:0005524; GO:0006631; GO:0009507; GO:0009536; GO:0009941; GO:0016020; GO:0102391	green	0.2403622	0.388186	2.388989	3.902491	0.6203512	0.3457531	0.2111428	0.4500164	-0.6067419	0.0164717	-0.1187948	0.6732627	0.5070012	0.0537416	0.3364834	0.2200889	0.04986622	0.8599133	0.1384572	0.6226467	0.4718462	0.07577504	0.3124577	0.2568618	0.6651885	0.006807605	0.42336	0.11585	0.4374431	0.1029685	0.9152849	1.72E-06
TRINITY_DN102375_c0_g1	Q6Z4I3	Thioredoxin H2-1 (OsTrxh2-1) (OsTrx24)	cell redox homeostasis [GO:0045454]; oxidation-reduction process [GO:0055114]	cytoplasm [GO:0005737]	NA	GO:0005737; GO:0045454; GO:0055114	green	0.2399911	0.3889414	3.136756	1.543107	0.261691	0.08683575	0.2234039	0.4234966	-0.5829596	0.02255793	-0.1241184	0.6594186	0.4639615	0.08149192	0.1379761	0.6238679	-0.1204736	0.6688862	-0.1054308	0.7084397	0.4239662	0.1152737	0.514608	0.04967153	0.4539252	0.08920498	-0.08204203	0.7713027	0.1747286	0.5333939	0.7737654	0.000712313
TRINITY_DN298867_c0_g1	Q8I8U2	AP-1 complex subunit gamma (Adaptor protein complex AP-1 subunit gamma) (Adaptor-related protein complex 1 subunit gamma) (Clathrin assembly protein complex 1 gamma large chain) (Gamma1-adaptin)	Golgi to endosome transport [GO:0006895]; intracellular protein transport [GO:0006886]	AP-1 adaptor complex [GO:0030121]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; cytosol [GO:0005829]	clathrin adaptor activity [GO:0035615]; clathrin binding [GO:0030276]	GO:0005829; GO:0006886; GO:0006895; GO:0030121; GO:0030130; GO:0030276; GO:0035615	green	-0.2398621	0.3892042	-1.576578	1.388483	0.7809071	0.519872	-0.2247672	0.4205985	-0.19568	0.4846017	-0.105175	0.7091188	0.02549253	0.9281439	0.8401395	8.85E-05	-0.1600677	0.5687777	0.2174567	0.436258	0.3612683	0.1858289	0.2383475	0.3922963	0.6445396	0.009489602	0.3815893	0.1604802	0.3537394	0.1958443	0.7676117	0.000834509
TRINITY_DN312083_c3_g2	P28723	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (10-formyletrahydrofolate synthetase) (FHS) (FTHFS) (Formyltetrahydrofolate synthetase)	tetrahydrofolate interconversion [GO:0035999]	NA	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]	GO:0004329; GO:0005524; GO:0035999	green	-0.2383069	0.3923793	-1.624911	1.951654	0.7686638	0.5068959	-0.2449075	0.3789985	-0.1578741	0.5741553	-0.2531334	0.3626744	0.06012895	0.8314311	0.7346694	0.001810813	0.004566658	0.9871131	0.3948311	0.1452622	0.3138078	0.254702	0.3578997	0.190268	0.5738604	0.02529174	0.4237131	0.1155141	0.6456063	0.009333505	0.8359189	0.000103658
TRINITY_DN659541_c0_g1	P40024	ABC transporter ATP-binding protein ARB1 (ATP-binding cassette protein involved in ribosome biogenesis 1)	ribosomal small subunit export from nucleus [GO:0000056]; ribosome biogenesis [GO:0042254]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0000056; GO:0005524; GO:0005634; GO:0005737; GO:0016887; GO:0042254	green	-0.2376302	0.3937651	-2.251182	1.23618	0.493612	0.2398865	-0.225367	0.4193268	-0.02315761	0.9347118	-0.1468955	0.6013808	0.0221606	0.9375174	0.6192617	0.01382457	0.02180639	0.9385144	0.3885907	0.1523077	0.399732	0.1398852	0.2381386	0.3927237	0.4696246	0.07735587	0.5935344	0.01967047	0.4592387	0.08505983	0.617005	0.01427553
TRINITY_DN316233_c0_g2	Q5Z9S8	ABC transporter G family member 42 (OsABCG42) (Pleiotropic drug resistance protein 12) (OsPDR12)	transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0016021; GO:0016887; GO:0042626; GO:0055085	green	0.2375311	0.3939683	2.5373	3.014983	0.6180083	0.3440479	0.2250311	0.4200388	-0.6110094	0.01552901	-0.0427469	0.8797683	0.4727775	0.07511933	0.3928999	0.1474187	-0.05046933	0.8582347	-0.01050994	0.9703462	0.5802449	0.02334875	0.4039376	0.1353797	0.6080731	0.01617304	0.2189352	0.4330673	0.3087441	0.2628602	0.9462704	9.63E-08
TRINITY_DN274620_c0_g2	Q9MA79	"Fructose-1,6-bisphosphatase, cytosolic (FBPase) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase) (Protein FRUCTOSE INSENSITIVE 1)"	"fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; photosynthesis [GO:0015979]; response to abscisic acid [GO:0009737]; response to fructose [GO:0009750]; starch catabolic process [GO:0005983]; sucrose biosynthetic process [GO:0005986]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	"fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]"	GO:0005634; GO:0005737; GO:0005829; GO:0005983; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0009737; GO:0009750; GO:0015979; GO:0030388; GO:0042132; GO:0046872	green	0.2374347	0.3941659	0.4377294	2.570233	0.8498576	0.5938519	0.2351709	0.3988235	-0.4200843	0.1189985	0.1138804	0.68613	0.3357024	0.2212289	0.09602861	0.7335253	-0.5074446	0.05349789	-0.3283801	0.2320978	0.1431371	0.610817	0.2755528	0.3201999	0.0857361	0.761275	-0.0640357	0.8206377	-0.1580899	0.5736254	0.4840478	0.06750321
TRINITY_DN1764_c0_g1	P51137	Glycogen synthase kinase-3 homolog MsK-1 (EC 2.7.11.1)	NA	NA	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	green	-0.2371477	0.3947549	-2.246473	1.310472	0.5695337	0.3021564	-0.252941	0.3630516	0.1820261	0.5161553	-0.3052831	0.2685265	-0.3344185	0.2231111	0.3182255	0.2477124	-0.5067372	0.05388714	-0.3313809	0.227604	-0.1264069	0.6534983	0.05377351	0.8490486	-0.2255345	0.4189719	-0.2136565	0.4445131	-0.02327969	0.9343683	0.2112076	0.4498741
TRINITY_DN385770_c0_g1	Q5JK39	Long chain base biosynthesis protein 2d (EC 2.3.1.50)	biosynthetic process [GO:0009058]; sphingolipid metabolic process [GO:0006665]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]	GO:0004758; GO:0005789; GO:0006665; GO:0009058; GO:0016021; GO:0030170	green	-0.2362238	0.3966538	-1.661935	1.27831	0.6223686	0.3470786	-0.2550612	0.3589055	-0.002471062	0.9930266	-0.2202009	0.4303456	-0.1535234	0.584883	0.6179051	0.01409432	0.1274025	0.6509287	0.483692	0.0677347	0.08402133	0.7659255	0.1759254	0.5305492	0.4351864	0.1049621	0.3270221	0.2341496	0.8172347	0.000199194	0.5789505	0.02373317
TRINITY_DN61935_c0_g1	Q10178	U2 snRNP component prp10	spliceosomal complex assembly [GO:0000245]	catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]	mRNA binding [GO:0003729]	GO:0000245; GO:0003729; GO:0005634; GO:0005686; GO:0071004; GO:0071013; GO:0071014	green	0.2358563	0.3974103	3.192596	1.337688	0.319408	0.1203327	0.2049291	0.4637642	-0.2877858	0.2982896	-0.1851043	0.5089611	0.3479144	0.203827	-0.01836108	0.9482157	0.01295161	0.9634609	0.01380199	0.9610634	0.2898126	0.2947468	0.3005784	0.276346	0.0984199	0.7271204	0.3449408	0.2079811	0.2231453	0.4240474	0.5637762	0.02860753
TRINITY_DN310733_c0_g1	B4KPY6	Protein N-terminal glutamine amidohydrolase (EC 3.5.1.122) (Protein NH2-terminal glutamine deamidase) (N-terminal Gln amidase) (Nt(Q)-amidase) (Protein tungus)	NA	NA	protein-N-terminal asparagine amidohydrolase activity [GO:0008418]; protein-N-terminal glutamine amidohydrolase activity [GO:0070773]	GO:0008418; GO:0070773	green	-0.2357343	0.3976617	-2.311443	4.15844	0.588276	0.3185624	-0.2346198	0.3999618	-0.2130056	0.4459349	-0.259406	0.3504914	0.1779578	0.5257343	0.7545155	0.00115143	-0.3093359	0.2618986	0.2745442	0.3220464	0.4245201	0.1147489	0.5519043	0.03292048	0.5345379	0.04008607	0.2159835	0.439449	0.3604571	0.1868917	0.8832297	1.28E-05
TRINITY_DN256684_c0_g1	Q9T042	Protein disulfide-isomerase 5-4 (AtPDIL5-4) (Protein disulfide-isomerase 7) (PDI7) (Protein disulfide-isomerase 8-2) (AtPDIL8-2)	"cell redox homeostasis [GO:0045454]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]"	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]	NA	GO:0005783; GO:0006888; GO:0006890; GO:0016021; GO:0045454	green	-0.2354525	0.3982427	-2.719393	1.882295	0.4105369	0.1775972	-0.2431518	0.3825334	-0.02331608	0.9342659	-0.3342576	0.2233477	0.08394767	0.7661255	0.4957046	0.06022948	-0.5576142	0.03078919	-0.05240885	0.8528405	0.2446152	0.3795858	0.5178996	0.04798254	0.07184588	0.7991512	0.1049374	0.7097495	-0.05540001	0.8445333	0.6575308	0.007721508
TRINITY_DN227339_c0_g1	Q19892	Thioredoxin reductase-like selenoprotein T homolog selt-1.2 (EC 1.8.1.9)	NA	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; perikaryon [GO:0043204]	thioredoxin-disulfide reductase activity [GO:0004791]	GO:0004791; GO:0005737; GO:0030424; GO:0030425; GO:0043204	green	0.2341561	0.4009209	1.713249	1.740936	0.7542418	0.4778895	0.207515	0.458018	-0.4623024	0.08273295	0.06245443	0.8250029	0.4205309	0.1185659	0.1214254	0.6664094	0.3376379	0.2184105	0.4136029	0.1254008	0.4475615	0.09435486	0.3952777	0.1447666	0.5337386	0.04044166	0.01632616	0.9539489	0.6390332	0.01032812	0.6103799	0.01566539
TRINITY_DN314172_c2_g1	P0CG54	Polyubiquitin-B [Cleaved into: Ubiquitin]	NA	cytoplasm [GO:0005737]; nucleus [GO:0005634]	NA	GO:0005634; GO:0005737	green	0.2336403	0.401989	0.8896608	2.161174	0.912058	0.7056395	0.2209994	0.4286329	-0.6492902	0.008809799	-0.02825619	0.9203756	0.4832136	0.06804696	0.1793356	0.5224813	-0.2378867	0.3932395	-0.2080252	0.4568885	0.264791	0.340217	0.3095459	0.261558	0.5105145	0.05183256	-0.04608537	0.8704487	-0.08034824	0.7759119	0.6677183	0.006525184
TRINITY_DN310747_c2_g1	Q0JKD0	"Glutamate synthase 1 [NADH], chloroplastic (EC 1.4.1.14) (NADH-dependent glutamate synthase 1) (NADH-GOGAT 1)"	ammonia assimilation cycle [GO:0019676]; developmental growth [GO:0048589]; glutamate biosynthetic process [GO:0006537]; L-glutamate biosynthetic process [GO:0097054]; response to ammonium ion [GO:0060359]	chloroplast [GO:0009507]; plastid [GO:0009536]	"3 iron, 4 sulfur cluster binding [GO:0051538]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; glutamate synthase (NADH) activity [GO:0016040]; iron ion binding [GO:0005506]"	GO:0005506; GO:0006537; GO:0009507; GO:0009536; GO:0010181; GO:0016040; GO:0019676; GO:0048589; GO:0050660; GO:0051538; GO:0060359; GO:0097054	green	-0.2330344	0.4032459	-3.476144	1.454993	0.3831461	0.1604386	-0.2136901	0.4444398	-0.03264536	0.9080522	-0.1343955	0.6329837	0.03506315	0.9012719	0.6394413	0.01026407	-0.02195554	0.9380946	0.3286238	0.2317309	0.4325611	0.1073149	0.3467931	0.2053871	0.4247518	0.1145298	0.3940594	0.1461213	0.3844575	0.1570978	0.624812	0.01276229
TRINITY_DN256626_c0_g1	P54224	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]	cytosol [GO:0005829]	uroporphyrinogen decarboxylase activity [GO:0004853]	GO:0004853; GO:0005829; GO:0006782; GO:0006783	green	0.2327591	0.4038175	0.8678371	2.160255	0.8834222	0.6483916	0.201607	0.4711977	-0.4541052	0.08906222	-0.1278548	0.6497625	0.4092338	0.1298471	0.03434359	0.9032892	-0.179335	0.5224826	-0.1163259	0.6797168	0.1919511	0.4931265	0.3124418	0.2568873	0.2321336	0.4051181	0.1071206	0.7039599	-0.03679403	0.8964219	0.5804101	0.02330004
TRINITY_DN316233_c1_g2	Q7PC84	ABC transporter G family member 39 (ABC transporter ABCG.39) (AtABCG39) (Pleiotropic drug resistance protein 11)	drug transmembrane transport [GO:0006855]; response to reactive oxygen species [GO:0000302]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0000302; GO:0005524; GO:0005886; GO:0006855; GO:0016021; GO:0016887; GO:0042626; GO:0055085	green	0.2326048	0.404138	3.655912	3.464787	0.4066138	0.1741416	0.1982052	0.4788687	-0.6753784	0.005725925	-0.05985769	0.8321816	0.3921215	0.1482939	0.3239466	0.2388377	0.112943	0.6885938	0.1750909	0.5325319	0.4046117	0.1346667	0.1680504	0.5493896	0.8423255	8.13E-05	0.4033888	0.135962	0.65423	0.008143958	0.9019409	4.31E-06
TRINITY_DN295262_c4_g1	B9FXV5	Eukaryotic translation initiation factor 4G (eIF-4G) (eIF4G) (Eukaryotic initiation factor 4F subunit p220) (eIF-4F p220 subunit)	NA	eukaryotic translation initiation factor 4F complex [GO:0016281]	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]	GO:0003729; GO:0003743; GO:0016281	green	-0.2325273	0.4042992	-1.78784	1.627057	0.7369122	0.4604808	-0.2440488	0.3807252	-0.1382201	0.6232485	-0.1704305	0.5436649	-0.04277854	0.8796799	0.7134913	0.002818897	0.03899816	0.8902506	0.4442914	0.0970811	0.206819	0.4595613	0.05201578	0.8539332	0.6775168	0.005517235	0.6860268	0.004745514	0.6936577	0.004128689	0.7052491	0.003315261
TRINITY_DN277072_c0_g2	Q94C12	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B	oxidation-reduction process [GO:0055114]; photorespiration [GO:0009853]	mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]	NA	GO:0005739; GO:0005747; GO:0009853; GO:0031966; GO:0045271; GO:0055114	green	0.2323617	0.4046434	1.047278	1.753535	0.8962584	0.6641301	0.221616	0.4273126	-0.6047091	0.01693595	-0.1377935	0.6243315	0.5391543	0.03807769	0.1370564	0.6262046	-0.1441569	0.6082509	0.1800724	0.5207456	0.1590599	0.5712457	0.1833649	0.5130207	0.685278	0.004809769	0.4061007	0.1331011	0.1641949	0.5587178	0.5302861	0.0420046
TRINITY_DN256616_c0_g1	Q42942	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMPdecase)] (Fragment)	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; nucleoside metabolic process [GO:0009116]	NA	orotate phosphoribosyltransferase activity [GO:0004588]; orotidine-5'-phosphate decarboxylase activity [GO:0004590]	GO:0004588; GO:0004590; GO:0006207; GO:0009116; GO:0044205	green	-0.2322232	0.4049316	-0.4727981	5.68335	0.9280591	0.7322521	-0.2101962	0.4520974	0.6239843	0.01291655	-0.005576365	0.984264	-0.3393448	0.2159438	-0.1427115	0.6118891	-0.2561215	0.356842	-0.05965854	0.8327326	-0.2493398	0.3701539	-0.05505745	0.8454839	-0.7324941	0.00189849	-0.133779	0.6345584	-0.6989964	0.003736383	-0.6298547	0.0118531
TRINITY_DN293355_c1_g4	Q39570	GTP-binding protein YPTC4	protein transport [GO:0015031]	plasma membrane [GO:0005886]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0003924; GO:0005525; GO:0005886; GO:0015031	green	0.231571	0.4062896	1.818513	1.933477	0.7545766	0.4785185	0.2051021	0.4633786	-0.6323803	0.01141709	-0.09853472	0.7268132	0.5538702	0.03217455	0.1732685	0.5368732	-0.05461408	0.8467146	0.1689303	0.5472701	0.3967556	0.1431345	0.3499013	0.2010811	0.6683903	0.006451739	0.4719534	0.07569937	0.2749475	0.3213073	0.826419	0.000145866
TRINITY_DN292998_c4_g3	O65731	40S ribosomal protein S5 (Fragment)	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0006412; GO:0015935	green	0.2313094	0.4068351	2.978318	2.152042	0.4802486	0.2303324	0.1870903	0.5043442	-0.6172978	0.01421639	-0.1741309	0.5348169	0.4404086	0.1003893	0.106347	0.7060098	0.09319996	0.7411227	0.2798155	0.3124626	0.2658436	0.3382288	0.4315799	0.1082036	0.6487633	0.008883252	0.1547228	0.5819174	0.6054087	0.01677506	0.8047553	0.00029633
TRINITY_DN276295_c0_g1	Q12731	TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	RNA polymerase III preinitiation complex assembly [GO:0070898]; transcription by RNA polymerase II [GO:0006366]	transcription factor complex [GO:0005667]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIIB complex [GO:0000126]	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase III regulatory region DNA binding [GO:0001016]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]	GO:0000126; GO:0000978; GO:0000979; GO:0001016; GO:0003700; GO:0005667; GO:0005669; GO:0006366; GO:0008134; GO:0070898	green	-0.2310185	0.4074419	-1.645727	2.953882	0.7456125	0.4688084	-0.2216932	0.4271475	-0.2477431	0.373327	0.02502958	0.9294458	0.1276564	0.650274	0.7568786	0.001088019	-0.1889671	0.4999988	0.3536213	0.1960041	0.393836	0.1463707	0.2539371	0.3611005	0.7027603	0.003478092	0.4645159	0.08108022	0.5094187	0.05242253	0.7875487	0.000490721
TRINITY_DN311789_c5_g1	Q40832	Tubulin alpha-2 chain	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	green	-0.2302482	0.4090513	-2.62716	1.308216	0.4362272	0.1960565	-0.2265895	0.4167408	0.07844837	0.7810902	-0.2602585	0.3488535	0.08535683	0.762303	0.3651117	0.1808471	-0.4336474	0.1063369	0.1271152	0.6516698	0.3069949	0.2657149	0.313676	0.2549122	0.08785174	0.7555478	0.5426059	0.03662585	-0.001066447	0.9969904	0.4783318	0.07129268
TRINITY_DN271274_c0_g1	P38230	Probable quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase)	cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	2-alkenal reductase [NAD(P)] activity [GO:0032440]; AU-rich element binding [GO:0017091]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; NADPH:quinone reductase activity [GO:0003960]; zinc ion binding [GO:0008270]	GO:0003960; GO:0005634; GO:0005737; GO:0008270; GO:0017091; GO:0032440; GO:0034599; GO:0035925	green	0.2301908	0.4091714	0.7867128	3.077327	0.9395561	0.7476985	0.236096	0.3969167	-0.636105	0.01079696	0.194215	0.4879426	0.5597217	0.03002939	0.3671968	0.1781811	-0.09456124	0.7374637	0.07504823	0.7903788	0.5526667	0.03262968	0.3659092	0.1798243	0.6527856	0.008334418	0.3433911	0.2101672	0.2594858	0.3503379	0.861121	3.74E-05
TRINITY_DN643081_c0_g1	Q69LE7	"Probable polyribonucleotide nucleotidyltransferase 1, chloroplastic (EC 2.7.7.8) (Polynucleotide phosphorylase 1) (PNPase 1)"	"carotene biosynthetic process [GO:0016120]; cellular response to phosphate starvation [GO:0016036]; chlorophyll biosynthetic process [GO:0015995]; chloroplast RNA processing [GO:0031425]; mitochondrial mRNA catabolic process [GO:0000958]; mitochondrial RNA 3'-end processing [GO:0000965]; mitochondrial RNA catabolic process [GO:0000957]; mitochondrial RNA processing [GO:0000963]; mRNA processing [GO:0006397]; negative regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0010323]; RNA catabolic process [GO:0006401]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]; xanthophyll biosynthetic process [GO:0016123]"	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]	3'-5'-exoribonuclease activity [GO:0000175]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]	GO:0000175; GO:0000957; GO:0000958; GO:0000963; GO:0000965; GO:0003723; GO:0004654; GO:0005739; GO:0005829; GO:0006364; GO:0006397; GO:0006401; GO:0008033; GO:0009507; GO:0009570; GO:0010323; GO:0015995; GO:0016036; GO:0016120; GO:0016123; GO:0031425	green	0.229517	0.4105822	1.955098	1.502952	0.4186458	0.1835549	0.2432865	0.3822616	-0.5422547	0.03677166	-0.08392249	0.7661938	0.4997521	0.05784276	0.3079889	0.2640903	-0.1190983	0.672471	-0.02677418	0.9245405	0.3855483	0.155824	0.5193695	0.04724215	0.4606829	0.08395724	-0.1216738	0.6657634	0.02055139	0.9420474	0.6502084	0.008682916
TRINITY_DN293493_c2_g1	Q9C912	60S ribosomal protein L35a-3	cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0022625; GO:0042273	green	0.229144	0.4113643	1.061198	4.163723	0.8834105	0.6465778	0.228816	0.4120526	-0.5527935	0.03258152	-0.05427264	0.8476625	0.5980428	0.01852935	0.4210397	0.1180742	0.04872696	0.8630857	0.1198794	0.6704341	0.6299057	0.01184417	0.3992391	0.1404198	0.5989575	0.01830416	0.2919072	0.2911115	0.2372411	0.3945632	0.8292383	0.000132086
