GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism
TRINITY_DN293895_c0_g1	19.71429061	5.863524952	86.90599294	4.22E-08	9.89E-07	Q53RK8	TRINITY_DN293895_c0_g1_i1	3.90E-91	DEAD-box ATP-dependent RNA helicase 21 (EC 3.6.4.13)	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]	GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0006397; GO:0008380	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN294142_c0_g1	-9.678254543	2.621945862	9.038120029	0.007569189	0.045060345	Q59536	TRINITY_DN294142_c0_g1_i1	6.00E-147	Protease 2 (EC 3.4.21.83) (Oligopeptidase B) (Protease II)			serine-type endopeptidase activity [GO:0004252]; serine-type exopeptidase activity [GO:0070008]	GO:0004252; GO:0070008	reviewed	Moraxella lacunata
TRINITY_DN294161_c0_g1	12.83666735	2.832624627	28.18091342	5.74E-05	0.000746459	Q9LZQ9	TRINITY_DN294161_c0_g1_i1	9.70E-103	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP43)	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	cytosol [GO:0005829]; nucleolus [GO:0005730]; spliceosomal complex [GO:0005681]	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; RNA binding [GO:0003723]	GO:0003723; GO:0005524; GO:0005681; GO:0005730; GO:0005829; GO:0006397; GO:0008380; GO:0034459	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294161_c0_g2	18.41759355	6.857006038	115.9852686	1.82E-10	6.07E-09	O22899	TRINITY_DN294161_c0_g2_i1	6.20E-212	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH3 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP43)	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	chloroplast envelope [GO:0009941]; membrane [GO:0016020]; spliceosomal complex [GO:0005681]	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; RNA binding [GO:0003723]	GO:0003723; GO:0005524; GO:0005681; GO:0006397; GO:0008380; GO:0009941; GO:0016020; GO:0034459	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294184_c0_g1	14.63528628	3.858161775	18.46857975	0.000485697	0.004697601	Q9NL98	TRINITY_DN294184_c0_g1_i1	3.40E-59	Peroxiredoxin (EC 1.11.1.15) (AsPrx) (Thioredoxin peroxidase)	cell redox homeostasis [GO:0045454]; response to oxidative stress [GO:0006979]	cell [GO:0005623]	antioxidant activity [GO:0016209]; peroxidase activity [GO:0004601]; thioredoxin peroxidase activity [GO:0008379]	GO:0004601; GO:0005623; GO:0006979; GO:0008379; GO:0016209; GO:0045454	reviewed	Ascaris suum (Pig roundworm) (Ascaris lumbricoides)
TRINITY_DN294185_c1_g1	3.57291908	7.778956861	9.709010896	0.004855275	0.031437399	Q09473	TRINITY_DN294185_c1_g1_i1	7.60E-30	ER lumen protein-retaining receptor erd-2.2	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]	cis-Golgi network [GO:0005801]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]	ER retention sequence binding [GO:0046923]	GO:0005783; GO:0005789; GO:0005794; GO:0005801; GO:0006621; GO:0006888; GO:0015031; GO:0016021; GO:0046923	reviewed	Caenorhabditis elegans
TRINITY_DN294187_c0_g1	-5.518384048	7.367389835	25.25497047	4.36E-05	0.000584537	Q0DST9	TRINITY_DN294187_c0_g1_i2	1.50E-05	RNA pseudouridine synthase 5 (EC 5.4.99.-) (RNA pseudouridylate synthase 5) (RNA-uridine isomerase 5)	pseudouridine synthesis [GO:0001522]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	GO:0001522; GO:0003723; GO:0009982	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN294189_c0_g1	10.06608575	3.375733948	16.16970335	0.000532584	0.005071839	Q487Z6	TRINITY_DN294189_c0_g1_i1	1.10E-146	50S ribosomal protein L2	translation [GO:0006412]	large ribosomal subunit [GO:0015934]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]	GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843	reviewed	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)
TRINITY_DN294194_c0_g1	20.91857652	9.397860602	191.808221	1.18E-12	5.87E-11	Q58DA0	TRINITY_DN294194_c0_g1_i1	3.50E-27	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10)	proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome regulatory particle, base subcomplex [GO:0008540]"	polyubiquitin modification-dependent protein binding [GO:0031593]	GO:0005634; GO:0005654; GO:0005829; GO:0008540; GO:0022624; GO:0031593; GO:0043161; GO:0043248	reviewed	Bos taurus (Bovine)
TRINITY_DN294194_c0_g2	22.63435814	8.587981503	250.6101098	8.63E-13	4.53E-11	Q9U5N0	TRINITY_DN294194_c0_g2_i1	8.80E-28	V-type proton ATPase subunit H (V-ATPase subunit H) (Vacuolar proton pump subunit H)	ATP hydrolysis coupled proton transport [GO:0015991]	"vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]"	"proton-transporting ATPase activity, rotational mechanism [GO:0046961]"	GO:0000221; GO:0015991; GO:0046961	reviewed	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)
TRINITY_DN294619_c0_g2	-7.138996197	5.255131073	17.405156	0.000365912	0.003716585	Q9SJA4	TRINITY_DN294619_c0_g2_i2	4.20E-79	Probable cyclic nucleotide-gated ion channel 14 (Cyclic nucleotide- and calmodulin-regulated ion channel 14)		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	calmodulin binding [GO:0005516]; cAMP binding [GO:0030552]; cGMP binding [GO:0030553]; voltage-gated potassium channel activity [GO:0005249]	GO:0005249; GO:0005516; GO:0005886; GO:0016021; GO:0030552; GO:0030553	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294650_c0_g4	5.043392209	10.40857294	44.65297406	8.06E-07	1.48E-05	Q52QH4	TRINITY_DN294650_c0_g4_i1	1.90E-68	NAC domain-containing protein 68 (ONAC068) (OsNAC4)	"regulation of transcription, DNA-templated [GO:0006355]"	nucleus [GO:0005634]	DNA binding [GO:0003677]	GO:0003677; GO:0005634; GO:0006355	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN294652_c0_g3	19.24621928	5.738872947	87.34507075	4.07E-08	9.76E-07	Q5U780	TRINITY_DN294652_c0_g3_i1	6.10E-43	Lipase (EC 3.1.1.3) (Lip 42) (Thermostable organic solvent tolerant lipase) (Triacylglycerol hydrolase)	lipid catabolic process [GO:0016042]	extracellular region [GO:0005576]	metal ion binding [GO:0046872]; triglyceride lipase activity [GO:0004806]	GO:0004806; GO:0005576; GO:0016042; GO:0046872	reviewed	Bacillus sp.
TRINITY_DN294655_c3_g1	-3.376019428	7.633363908	11.30223397	0.002692556	0.019984317	Q84WV9	TRINITY_DN294655_c3_g1_i1	6.40E-73	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase)	"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase [GO:0017186]"	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	glutaminyl-peptide cyclotransferase activity [GO:0016603]	GO:0005789; GO:0005886; GO:0016021; GO:0016603; GO:0017186	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294655_c4_g1	-10.2093478	9.476924055	46.75021676	5.64E-07	1.06E-05	A7NVJ4	TRINITY_DN294655_c4_g1_i1	1.40E-59	"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit M) (NDH subunit M) (NDH-M) (NADH-plastoquinone oxidoreductase subunit M)"		chloroplast thylakoid membrane [GO:0009535]	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]"	GO:0009535; GO:0016655; GO:0048038	reviewed	Vitis vinifera (Grape)
TRINITY_DN294655_c4_g2	-7.801127852	6.34837742	21.81891594	0.000105328	0.001298769	A7NVJ4	TRINITY_DN294655_c4_g2_i1	1.30E-11	"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit M) (NDH subunit M) (NDH-M) (NADH-plastoquinone oxidoreductase subunit M)"		chloroplast thylakoid membrane [GO:0009535]	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]"	GO:0009535; GO:0016655; GO:0048038	reviewed	Vitis vinifera (Grape)
TRINITY_DN294657_c0_g2	18.81434023	5.439824447	75.43989745	1.15E-07	2.42E-06	Q63584	TRINITY_DN294657_c0_g2_i1	8.50E-15	Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (Transmembrane protein Tmp21) (p24 family protein delta-1) (p24delta1)	"COPI-coated vesicle budding [GO:0035964]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; kidney development [GO:0001822]; protein complex oligomerization [GO:0051259]; regulated exocytosis [GO:0045055]; regulation of amyloid-beta formation [GO:1902003]; response to alkaloid [GO:0043279]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle targeting [GO:0006903]; vesicle targeting, to, from or within Golgi [GO:0048199]"	cis-Golgi network [GO:0005801]; COPI-coated vesicle [GO:0030137]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; gamma-secretase complex [GO:0070765]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle membrane [GO:0030658]; zymogen granule membrane [GO:0042589]	protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]	GO:0000139; GO:0001822; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0005801; GO:0005886; GO:0006886; GO:0006888; GO:0006890; GO:0006903; GO:0007030; GO:0016021; GO:0019905; GO:0030134; GO:0030137; GO:0030140; GO:0030658; GO:0030667; GO:0033116; GO:0035964; GO:0042470; GO:0042589; GO:0043231; GO:0043279; GO:0044877; GO:0045055; GO:0048199; GO:0051259; GO:0070765; GO:1902003	reviewed	Rattus norvegicus (Rat)
TRINITY_DN294674_c6_g1	-7.038834402	8.701846401	51.28191272	2.69E-07	5.31E-06	Q8GY91	TRINITY_DN294674_c6_g1_i1	3.00E-87	Putative L-ascorbate peroxidase 6 (AtAPx08) (EC 1.11.1.11)	cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]; seed germination [GO:0009845]; seed maturation [GO:0010431]	cytosol [GO:0005829]	heme binding [GO:0020037]; L-ascorbate peroxidase activity [GO:0016688]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]	GO:0000302; GO:0004601; GO:0005829; GO:0009845; GO:0010431; GO:0016688; GO:0020037; GO:0034599; GO:0042744; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294747_c0_g1	-6.622236168	8.746677666	28.98961696	1.80E-05	0.000257291	Q84MD6	TRINITY_DN294747_c0_g1_i1	7.50E-07	Tyrosine-protein phosphatase DSP2 (EC 3.1.3.48) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 2) (AtPFA-DSP2)		cytoplasm [GO:0005737]	phosphatase activity [GO:0016791]; protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0005737; GO:0016791	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294759_c0_g1	-4.361335566	10.01189166	24.9195373	4.74E-05	0.000632419	Q93YN4	TRINITY_DN294759_c0_g1_i1	2.90E-164	Mitochondrial fission protein ELM1 (Protein ELONGATED MITOCHONDRIA 1)	mitochondrial fission [GO:0000266]	mitochondrial outer membrane [GO:0005741]		GO:0000266; GO:0005741	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294767_c5_g1	9.535836242	3.057631824	10.16732473	0.004083559	0.027415652	P49210	TRINITY_DN294767_c5_g1_i1	4.00E-34	60S ribosomal protein L9	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0019843; GO:0022625	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN294767_c5_g2	8.469329294	4.537845498	10.95650814	0.003051382	0.021962857	P49210	TRINITY_DN294767_c5_g2_i1	2.20E-44	60S ribosomal protein L9	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0019843; GO:0022625	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN294772_c2_g5	8.763851062	4.204117313	15.57285164	0.000641496	0.005998279	Q9XGL4	TRINITY_DN294772_c2_g5_i1	8.20E-39	60S ribosomal protein L31	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	reviewed	Cyanophora paradoxa
TRINITY_DN294775_c0_g1	11.25330885	4.946191777	19.52318046	0.000197811	0.002228872	P79015	TRINITY_DN294775_c0_g1_i3	4.70E-18	60S ribosomal protein L32-A	cytoplasmic translation [GO:0002181]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]	structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0022625	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
TRINITY_DN294775_c0_g2	9.729870451	2.776220886	14.24857663	0.00118801	0.010101352	Q7RXY1	TRINITY_DN294775_c0_g2_i1	1.80E-20	60S ribosomal protein L32 (Cytoplasmic ribosomal protein-63)	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625	reviewed	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
TRINITY_DN294776_c2_g6	8.820232221	8.414652427	21.57977616	0.000112291	0.001361435	Q9ZPE7	TRINITY_DN294776_c2_g6_i1	7.20E-97	Protein EXORDIUM	response to brassinosteroid [GO:0009741]	apoplast [GO:0048046]; cell wall [GO:0005618]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; plant-type cell wall [GO:0009505]		GO:0005615; GO:0005618; GO:0005794; GO:0009505; GO:0009741; GO:0048046	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294778_c3_g3	-2.413750495	8.641798191	10.38927691	0.003759119	0.025911966	Q84WK5	TRINITY_DN294778_c3_g3_i2	1.50E-27	Protein GID8 homolog		cytoplasm [GO:0005737]		GO:0005737	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294779_c0_g2	-4.783217807	9.365513676	34.00587662	6.05E-06	9.81E-05	P35135	TRINITY_DN294779_c0_g2_i3	1.90E-82	Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)			ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]	GO:0005524; GO:0061631	reviewed	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
TRINITY_DN294779_c1_g2	-2.186636036	10.86860116	8.271610992	0.008525966	0.04917325	Q94F47	TRINITY_DN294779_c1_g2_i1	1.50E-67	Ubiquitin-conjugating enzyme E2 28 (EC 2.3.2.23) (AtUBC9A) (E2 ubiquitin-conjugating enzyme 28) (Ubiquitin carrier protein 28)			ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]	GO:0005524; GO:0061631	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294779_c1_g9	5.688624603	5.40804601	13.69219417	0.001178385	0.010074864	Q94F47	TRINITY_DN294779_c1_g9_i1	7.30E-67	Ubiquitin-conjugating enzyme E2 28 (EC 2.3.2.23) (AtUBC9A) (E2 ubiquitin-conjugating enzyme 28) (Ubiquitin carrier protein 28)			ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]	GO:0005524; GO:0061631	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294781_c1_g1	15.92309363	4.381896917	18.78703609	0.000448602	0.004393741	Q29361	TRINITY_DN294781_c1_g1_i1	1.80E-37	60S ribosomal protein L35	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]"	cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0000463; GO:0003729; GO:0003735; GO:0006412; GO:0015934; GO:0022625; GO:0098556	reviewed	Sus scrofa (Pig)
TRINITY_DN294781_c2_g1	6.419572176	4.523654689	10.90397335	0.003110357	0.022335395	Q3MHM7	TRINITY_DN294781_c2_g1_i3	2.70E-31	60S ribosomal protein L35	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]"	cytosolic large ribosomal subunit [GO:0022625]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0000463; GO:0003729; GO:0003735; GO:0006412; GO:0022625	reviewed	Bos taurus (Bovine)
TRINITY_DN294783_c0_g1	-4.332876304	8.793628247	21.84153227	0.000104695	0.001296119	Q8L4D8	TRINITY_DN294783_c0_g1_i1	5.70E-14	Protein IQ-DOMAIN 31		cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; plasma membrane [GO:0005886]		GO:0005829; GO:0005875; GO:0005886	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN294787_c0_g3	-7.300672612	3.245215565	8.806354616	0.007338237	0.044015202	F1MH24	TRINITY_DN294787_c0_g3_i1	1.60E-09	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	endocytosis [GO:0006897]; positive regulation of Notch signaling pathway [GO:0045747]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; regulation of clathrin-dependent endocytosis [GO:2000369]; regulation of protein localization [GO:0032880]	cell leading edge [GO:0031252]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; extrinsic component of plasma membrane [GO:0019897]; nucleus [GO:0005634]; terminal bouton [GO:0043195]	AP-2 adaptor complex binding [GO:0035612]; ATP binding [GO:0005524]; Notch binding [GO:0005112]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005112; GO:0005524; GO:0005634; GO:0005905; GO:0006468; GO:0006897; GO:0019897; GO:0030136; GO:0031252; GO:0032880; GO:0035612; GO:0043195; GO:0045747; GO:0046777; GO:0050821; GO:2000369	reviewed	Bos taurus (Bovine)
TRINITY_DN294789_c1_g1	-3.783955845	8.65673957	23.86548327	6.18E-05	0.000793577	Q8GXE9	TRINITY_DN294789_c1_g1_i1	9.00E-17	HVA22-like protein j (AtHVA22j)					reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN295071_c1_g1	-7.504448706	9.273160042	91.92276978	1.66E-09	4.55E-08	C0LGG8	TRINITY_DN295071_c1_g1_i3	1.10E-06	Probable LRR receptor-like serine/threonine-protein kinase At1g53430 (EC 2.7.11.1)	protein autophosphorylation [GO:0046777]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0046777	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN295075_c3_g1	9.71611634	4.646185518	17.24422571	0.000383969	0.003845906	Q5UAP0	TRINITY_DN295075_c3_g1_i1	1.10E-71	40S ribosomal protein S4	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	reviewed	Bombyx mori (Silk moth)
TRINITY_DN295083_c1_g3	7.931185512	16.53367759	57.49694609	1.05E-07	2.25E-06	P21357	TRINITY_DN295083_c1_g3_i1	8.20E-237	"Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1) (DAHP synthase 1) (Phospho-2-keto-3-deoxyheptonate aldolase 1)"	aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	chloroplast [GO:0009507]; membrane [GO:0016020]	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]	GO:0003849; GO:0009073; GO:0009423; GO:0009507; GO:0016020	reviewed	Solanum tuberosum (Potato)
TRINITY_DN295083_c2_g1	-3.436001723	9.751747911	20.36277552	0.000156438	0.001813388	B8AAV3	TRINITY_DN295083_c2_g1_i5	2.30E-61	"Protein CHLOROPLAST ENHANCING STRESS TOLERANCE, chloroplastic (OsCEST)"	chloroplast organization [GO:0009658]; heat acclimation [GO:0010286]; hyperosmotic salinity response [GO:0042538]; photosystem I assembly [GO:0048564]; response to photooxidative stress [GO:0080183]; response to water deprivation [GO:0009414]	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]		GO:0009414; GO:0009535; GO:0009658; GO:0010286; GO:0016021; GO:0042538; GO:0048564; GO:0080183	reviewed	Oryza sativa subsp. indica (Rice)
TRINITY_DN295213_c0_g1	23.83356573	7.956567644	234.9609529	2.13E-11	7.86E-10	P41004	TRINITY_DN295213_c0_g1_i1	2.50E-125	Structural maintenance of chromosomes protein 4 (Cell untimely torn protein 3) (Chromosome segregation protein cut3)	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nuclear condensin complex [GO:0000799]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA translocase activity [GO:0015616]; topological DNA entrapment activity [GO:0061776]	GO:0000790; GO:0000799; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007076; GO:0015616; GO:0051301; GO:0061776	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
TRINITY_DN295214_c0_g1	11.11795929	5.702543078	13.812902	0.001132091	0.009732837	P19036	TRINITY_DN295214_c0_g1_i2	3.10E-12	17.4 kDa class I heat shock protein (17.4 kDa heat shock protein 1) (AtHsp17.4A)	protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]	cytoplasm [GO:0005737]	protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]	GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009651; GO:0042542; GO:0043621; GO:0051082; GO:0051259	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN295216_c0_g2	-3.330966187	10.00785513	24.35056247	5.47E-05	0.000716771	Q6ZIK0	TRINITY_DN295216_c0_g2_i1	1.10E-108	"Probable tocopherol O-methyltransferase, chloroplastic (EC 2.1.1.95) (Gamma-tocopherol methyltransferase) (Vitamin E pathway gene 4 protein)"	vitamin E biosynthetic process [GO:0010189]	chloroplast [GO:0009507]	tocopherol O-methyltransferase activity [GO:0050342]	GO:0009507; GO:0010189; GO:0050342	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN295218_c0_g1	18.7557164	6.779786122	112.2706677	2.50E-10	7.77E-09	Q8BWD2	TRINITY_DN295218_c0_g1_i1	1.90E-17	Inositol hexakisphosphate kinase 3 (InsP6 kinase 3) (EC 2.7.4.21) (Inositol hexaphosphate kinase 3)	inositol phosphate biosynthetic process [GO:0032958]; phosphatidylinositol metabolic process [GO:0046488]; protein phosphorylation [GO:0006468]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate 6-kinase activity [GO:0000831]; inositol hexakisphosphate kinase activity [GO:0000828]	GO:0000828; GO:0000831; GO:0000832; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0032958; GO:0046488; GO:0052723; GO:0052724	reviewed	Mus musculus (Mouse)
TRINITY_DN295223_c0_g1	7.471201076	3.9413689	16.50273691	0.00048072	0.00466404	Q9C9Y1	TRINITY_DN295223_c0_g1_i1	8.60E-06	TOM1-like protein 8	intracellular protein transport [GO:0006886]	cell [GO:0005623]; membrane [GO:0016020]		GO:0005623; GO:0006886; GO:0016020	reviewed	Arabidopsis thaliana (Mouse-ear cress)
